"Subdirección","Nombre","Código"
"RED DE ALTA VELOCIDAD (RAV)","BIF. GOBANTES","B0201"
"RC ESTE","KM. 453.846","C6027"
"RC NOROESTE","BIF. REDONDELA","B2230"
"RC NOROESTE","KM. 17.275","C2232"
"RED DE ALTA VELOCIDAD (RAV)","AG. KM. 180.9","A0810"
"RED DE ALTA VELOCIDAD (RAV)","KM. 179.840","C0870"
"RED DE ALTA VELOCIDAD (RAV)","KM. 181.224","C0871"
"RED DE ALTA VELOCIDAD (RAV)","KM. 182.752","C0872"
"RED DE ALTA VELOCIDAD (RAV)","KM. 188.372","C0873"
"RC CENTRO","KM. 6.5","C8103"
"RC NORESTE","PK 1,927","C7510"
"RC NORESTE","PK 2,463","C7511"
"RED DE ALTA VELOCIDAD (RAV)","BIF. CORESES","B0840"
"RED DE ALTA VELOCIDAD (RAV)","KM. 229,345","C3020"
"RED DE ALTA VELOCIDAD (RAV)","ANTEQUERA AV","02030"
"RED DE ALTA VELOCIDAD (RAV)","ARCHIDONA AV","02031"
"RED DE ALTA VELOCIDAD (RAV)","ILLORA","02035"
"RED DE ALTA VELOCIDAD (RAV)","MEDINA DEL CAMPO AV","08240"
"RED DE ALTA VELOCIDAD (RAV)","CAMB. DE MEDINA AV","08241"
"RED DE ALTA VELOCIDAD (RAV)","TORO AV","08242"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR DE ZAMORA","08243"
"RED DE ALTA VELOCIDAD (RAV)","BIF. BOBADILLA","B0105"
"RED DE ALTA VELOCIDAD (RAV)","BIF. RIOFRIO","B0107"
"RED DE ALTA VELOCIDAD (RAV)","BIF. TOCON","B0109"
"RED DE ALTA VELOCIDAD (RAV)","BIF. LA CHANA","B0110"
"RC NOROESTE","BIF.ARROYO DE LA GOLOSA","B3200"
"RED DE ALTA VELOCIDAD (RAV)","BIF. LA VERONICA","B0104"
"RC NORTE","KM. 298.100","C2400"
"RC NORTE","KM. 312.060","C2401"
"RC NORTE","KM. 328.746","C2402"
"RC NORTE","KM. 330.043","C2403"
"RC NORTE","KM. 335.972","C2404"
"RC NORTE","KM. 339.785","C2405"
"RC NORTE","KM. 361.254","C2406"
"RC NORTE","KM. 375.493","C2407"
"RC NORTE","KM. 379.766","C2408"
"RC NORTE","KM. 388.242","C2409"
"RC NORTE","KM. 389.882","C2410"
"RC NORTE","KM. 391.008","C2411"
"RC NORTE","KM. 395.656","C2412"
"RC NORTE","KM. 412.704","C2413"
"RC NORTE","KM. 413.701","C2414"
"RC NORTE","KM. 422.456","C2415"
"RC NORTE","KM. 431.818","C2416"
"RC NORTE","KM. 432.987","C2417"
"RC NORTE","KM. 438.925","C2418"
"RC NORTE","KM. 439.272","C2419"
"RC NORTE","KM. 447.678","C2420"
"RC NORTE","KM. 455.975","C2421"
"RC NORTE","KM. 461.561","C2422"
"RC NORTE","KM. 466.201","C2423"
"RC NORTE","KM. 466.455","C2424"
"RC NORTE","KM. 480.118","C2425"
"RC NORTE","KM. 481.663","C2426"
"RC NORTE","KM. 482.004","C2427"
"RC NORTE","KM. 491.376","C2428"
"RC NORTE","KM. 492.178","C2429"
"RC NORTE","KM. 503.750","C2430"
"RC NORTE","KM. 507.415","C2431"
"RC NORTE","KM. 509.687","C2432"
"RC NORTE","KM. 513.450","C2433"
"RC NORTE","KM. 374.300","C2434"
"RC NORTE","KM. 380.900","C2435"
"RC CENTRO","SOTO DEL HENARES(APD)","70112"
"RC CENTRO","MIRASIERRA-PACO DE LUCIA (APD)","97200"
"RC NORTE","KM. 412.704","C1413"
"RC SUR","KM. 453,700","C3750"
"RC SUR","KM. 456,214","C3751"
"RC NOROESTE","KM 91,056","C3112"
"RC NORESTE","KM. 0.460","C6535"
"RC NOROESTE","KM 5.775","C2301"
"RC NOROESTE","KM 7.485","C2302"
"RC NOROESTE","KM 19.976","C2303"
"RC NOROESTE","KM 24.504","C2304"
"RC NOROESTE","KM 26.869","C2305"
"RC NOROESTE","KM 29.305","C2306"
"RC NOROESTE","KM 30.725","C2307"
"RC NOROESTE","KM 0.994","C2436"
"RC NOROESTE","KM 19.500","C2437"
"RC NOROESTE","KM 24.981","C2438"
"RC NOROESTE","KM. 427.541","C2443"
"RC NOROESTE","KM. 428.537","C2444"
"RC NOROESTE","KM. 435.362","C2445"
"RC NOROESTE","KM. 436.132","C2446"
"RC NOROESTE","KM. 379.423","C2440"
"RC NOROESTE","KM. 384.512","C2441"
"RC NOROESTE","KM. 388.391","C2442"
"RC NOROESTE","DODRO","23020"
"RC NOROESTE","PADRON BARBANZA","23021"
"RC NOROESTE","BIF. CAMB. VILECHA","A0823"
"RC NOROESTE","AG. KM. 230.2","A1410"
"RED DE ALTA VELOCIDAD (RAV)","KM. 224.632","C8201"
"RED DE ALTA VELOCIDAD (RAV)","KM. 226.264","C8202"
"RED DE ALTA VELOCIDAD (RAV)","C. DE R.","C8203"
"RED DE ALTA VELOCIDAD (RAV)","KM. 227.847","C8204"
"RED DE ALTA VELOCIDAD (RAV)","KM. 231.315","C8205"
"RED DE ALTA VELOCIDAD (RAV)","KM. 232.615","C8206"
"RED DE ALTA VELOCIDAD (RAV)","KM. 232.615","C8207"
"RED DE ALTA VELOCIDAD (RAV)","KM. 234.349","C8208"
"RED DE ALTA VELOCIDAD (RAV)","KM. 237.946","C8209"
"RED DE ALTA VELOCIDAD (RAV)","KM. 231,398","C8210"
"RED DE ALTA VELOCIDAD (RAV)","KM. 340.673","C8212"
"RED DE ALTA VELOCIDAD (RAV)","KM. 343.123","C8213"
"RED DE ALTA VELOCIDAD (RAV)","KM. 344.086","C8214"
"RED DE ALTA VELOCIDAD (RAV)","KM. 344.904","C8215"
"RC NORESTE","KM. 207.558","C7073"
"RED DE ALTA VELOCIDAD (RAV)","AG. KM. 157.146","A8240"
"RED DE ALTA VELOCIDAD (RAV)","KM. 230,400","C3021"
"RED DE ALTA VELOCIDAD (RAV)","KM. 231,200","C3022"
"RED DE ALTA VELOCIDAD (RAV)","KM. 232,000","C3023"
"RED DE ALTA VELOCIDAD (RAV)","KM. 339.211","C8216"
"RED DE ALTA VELOCIDAD (RAV)","KM. 223.462","C8217"
"RED DE ALTA VELOCIDAD (RAV)","KM. 224.037","C8218"
"RC CENTRO","AZUQUECA PUERTO SECO (CGD)","70113"
"RED DE ALTA VELOCIDAD (RAV)","KM. 235.392","C8219"
"RC NORESTE","PK 1,927","A7510"
"RC SUR","KM. 33.106","C0107"
"RED DE ALTA VELOCIDAD (RAV)","KM. 338.665","C8220"
"RC SUR","KM. 32,566","C0108"
"RC SUR","KM. 34,211","C0109"
"RC SUR","JARDINES DE HERCULES (APD)","51113"
"RC NORESTE","BIF. LA FEREDAT-AG. KM. 249.3","A5410"
"RC ESTE","L'HOSPITALET-MONT ROIG","B5407"
"RC ESTE","RIFA","B5408"
"RC ESTE","CAMBRILS-SALOU","B5409"
"RC ESTE","BIF. LA FEREDAT","B5410"
"RC NORESTE","BIF. VILA-SECA","B7510"
"RED DE ALTA VELOCIDAD (RAV)","KM. 144,461","C3024"
"RC NOROESTE","KM. 0.3","C3025"
"RED DE ALTA VELOCIDAD (RAV)","BIF. EL BOLON","B3020"
"RC NOROESTE","KM. 6,240","C3113"
"RC NOROESTE","KM. 1,000","C3114"
"RC NOROESTE","KM. 2,106","C3115"
"RED DE ALTA VELOCIDAD (RAV)","KM. 156,468","C8221"
"RC NOROESTE","KM. 7.870","C3026"
"RED DE ALTA VELOCIDAD (RAV)","KM. 156,238","C8222"
"RED DE ALTA VELOCIDAD (RAV)","PAET LA RIBERA","90002"
"RED DE ALTA VELOCIDAD (RAV)","BIF. CAN TUNIS","90003"
"RED DE ALTA VELOCIDAD (RAV)","BIF. PORT","90004"
"RED DE ALTA VELOCIDAD (RAV)","PAET APB","90005"
"RED DE ALTA VELOCIDAD (RAV)","KM. 562,188","C0429"
"RED DE ALTA VELOCIDAD (RAV)","KM. 563,303","C0430"
"RC NOROESTE","KM. 0.450 LIM ADIF-ARCELOR","A1650"
"RC NOROESTE","KM. 6.135 LIM ADIF-UNION FENOSA","A3142"
"RC SUR","KM. 1.717 LIM ADIF-PUERTO SEVILLA","A5110"
"RC SUR","KM. 2.272 LIM FUNC ADIF-PTO SEVILLA","A5111"
"RC ESTE","KM. 3.012 LIM ADIF-FORD","A6410"
"RC ESTE","KM. 6.7 LIM ADIF-PTO VALENCIA","A6504"
"RC ESTE","KM. 7.1 LIM ADIF-PTO VALENCIA","A6505"
"RC NOROESTE","CAMBIO DE TENSION","C3116"
"RC NORTE","KM. 231.993","C7201"
"RC NORTE","KM. 233.600","C7203"
"RC NORTE","KM. 280.094","C7204"
"RC ESTE","KM. 53.165","C6540"
"RC ESTE","KM. 61,995","C6541"
"RC ESTE","KM. 57,045","C6517"
"RC NORESTE","KM. 303,4","C7821"
"RC NORESTE","KM. 316,0","C7822"
"RED DE ALTA VELOCIDAD (RAV)","BIF. LA XACONA","B4105"
"RC ESTE","BIF. BELLISSENS","B5411"
"RC NORESTE","KM. 252,394","C6532"
"RC NORESTE","KM. 253,235","C6533"
"RC NORESTE","KM. 253,886","C6534"
"RED DE ALTA VELOCIDAD (RAV)","KM. 254,325","C6536"
"RED DE ALTA VELOCIDAD (RAV)","KM. 255,318","C6537"
"RED DE ALTA VELOCIDAD (RAV)","KM. 256,590","C6538"
"RED DE ALTA VELOCIDAD (RAV)","KM. 262,913","C6539"
"RED DE ALTA VELOCIDAD (RAV)","KM. 516,944","C6542"
"RED DE ALTA VELOCIDAD (RAV)","KM. 518,196","C6543"
"RED DE ALTA VELOCIDAD (RAV)","KM. 519,080","C6544"
"RED DE ALTA VELOCIDAD (RAV)","BIF. LA GATELLADA","B4106"
"RC SUR","KM 462,0","C5443"
"RC SUR","KM. 1,534","C5444"
"RC SUR","KM 0,234","C5445"
"RED DE ALTA VELOCIDAD (RAV)","KM. 514,850","C6545"
"RED DE ALTA VELOCIDAD (RAV)","BIF. JESUS","C0347"
"RC ESTE","BIF. JOAQUIN SOROLLA-UIC","A6422"
"RED DE ALTA VELOCIDAD (RAV)","BIF. JESUS","B0323"
"RED DE ALTA VELOCIDAD (RAV)","KM. 220,682","C0874"
"RED DE ALTA VELOCIDAD (RAV)","PT. BLOQUEO DE ESTEPAR","C0875"
"RED DE ALTA VELOCIDAD (RAV)","KM. 187,700","C0876"
"RED DE ALTA VELOCIDAD (RAV)","KM. 188,300","C0877"
"RC NORESTE","KM. 7,1","C7402"
"RC NORESTE","KM. 9,3","C7404"
"RC NORESTE","KM. 11,0","C7406"
"RC NORESTE","KM. 13,4","C7408"
"RC NORESTE","KM. 14,5","C7410"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR ANCHO PEDRALBA","B0841"
"RED DE ALTA VELOCIDAD (RAV)","OTERO DE BODAS","B0842"
"RED DE ALTA VELOCIDAD (RAV)","BIF. LOS CONFORCOS","B0843"
"RED DE ALTA VELOCIDAD (RAV)","KM. 229,544","C0878"
"RED DE ALTA VELOCIDAD (RAV)","KM. 234,621","C0880"
"RED DE ALTA VELOCIDAD (RAV)","KM. 235,101","C0881"
"RED DE ALTA VELOCIDAD (RAV)","KM. 237,007","C0882"
"RED DE ALTA VELOCIDAD (RAV)","PCA MONTAMARTA","C0884"
"RED DE ALTA VELOCIDAD (RAV)","TABARA","C0885"
"RED DE ALTA VELOCIDAD (RAV)","PCA MOMBUEY","C0886"
"RED DE ALTA VELOCIDAD (RAV)","PCA CERNADILLA","C0887"
"RED DE ALTA VELOCIDAD (RAV)","KM. 342,500","C0888"
"RED DE ALTA VELOCIDAD (RAV)","KM. 343,500","C0889"
"RED DE ALTA VELOCIDAD (RAV)","KM. 344,500","C0890"
"RED DE ALTA VELOCIDAD (RAV)","KM. 229,544","0878"
"RC CENTRO","KM. 152.213","C7304"
"RC NORESTE","KM. 336,4","C7081"
"RC NORTE","KM. 580.000","C1403"
"RC CENTRO","KM. 1.370","C3180"
"RC CENTRO","KM. 0.000 P.PIO","C3181"
"RC NORESTE","KM 84,896","C7310"
"RC NORESTE","KM. 4.439","C7943"
"RC ESTE","KM. 55.979","C6418"
"RC NORTE","COMPLEJO FERROVIARIO MERC.","10620"
"RED DE ALTA VELOCIDAD (RAV)","SANABRIA A.V.","A8241"
"RC NOROESTE","KM. 4,633","C2202"
"RC NOROESTE","KM. 4,068","C2203"
"RC NOROESTE","KM. 2,152","C2204"
"RED DE ALTA VELOCIDAD (RAV)","BIF. TUNEL PEDRALBA","A8243"
"RED DE ALTA VELOCIDAD (RAV)","VILAVELLA","A8244"
"RED DE ALTA VELOCIDAD (RAV)","PORTA DE GALICIA","A8245"
"RED DE ALTA VELOCIDAD (RAV)","CAMPOBECERROS","A8246"
"RED DE ALTA VELOCIDAD (RAV)","BIF. MIAMAN","A8247"
"RED DE ALTA VELOCIDAD (RAV)","TABOADELA AV AG KM 446,1","A8248"
"RC ESTE","KM 5,755","C6419"
"RC ESTE","KM 6,583","C6420"
"RC ESTE","KM 8,342","C6421"
"RC ESTE","KM 9,895","C6422"
"RC ESTE","KM 11,405","C6423"
"RC ESTE","KM 12,309","C6425"
"RC NORTE","KM. 529.1","C1125"
"RC NOROESTE","KM. 273.390","C2011"
"RC NOROESTE","POBRA DE SAN XIAN","20324"
"RED DE ALTA VELOCIDAD (RAV)","B.N. TUNEL CH-ATOCHA","B0885"
"RED DE ALTA VELOCIDAD (RAV)","BIF. AGUJA 7,296","B0886"
"RED DE ALTA VELOCIDAD (RAV)","JARDIN BOTANICO","B0887"
"RED DE ALTA VELOCIDAD (RAV)","B.S. TUNEL CH-ATOCHA / AG KM 7.740","B0888"
"RED DE ALTA VELOCIDAD (RAV)","CANAL DEL MANZANARES","B0889"
"RC NORESTE","KM. 11,5","C7802"
"RC NORESTE","KM. 0.8","C7401"
"RC ESTE","CAMBIO TENSION","C6424"
"RC ESTE","ALBAL APEADERO","64205"
"RC ESTE","L'HOSPITALET DE L'INFANT","65420"
"RC ESTE","RIFA","65421"
"RC ESTE","CAMBRILS","65422"
"RED DE ALTA VELOCIDAD (RAV)","BIF. LA HINIESTA","A0843"
"RC NOROESTE","ZAMORA AG. KM. 233,0","B3019"
"RC NOROESTE","BIF. VALORIO","B3021"
"RED DE ALTA VELOCIDAD (RAV)","BIF. PEDRALBA","B3120"
"RED DE ALTA VELOCIDAD (RAV)","KM. 158,548","C0505"
"RC SUR","KM. 84.800","B0100"
"RC ESTE","KM 60,430","C6074"
"RC NOROESTE","LA HINIESTA (CGD)","31101"
"RC NORESTE","KM. 135.564","C7945"
"RC ESTE","KM. 378.0","C6105"
"RC NOROESTE","PEDRALBA AG KM 112.4","B3122"
"RC SUR","KM. 92,573","C0110"
"RC ESTE","EL REGUERON AG KM 522,1","A6133"
"RC ESTE","MURCIA DEL CARMEN AG KM 526,8","A6135"
"RC ESTE","EL REGUERON AG KM 525,3","A6137"
"RC ESTE","KM. 470,723","C6123"
"RED DE ALTA VELOCIDAD (RAV)","KM 141,4","C0111"
"RED DE ALTA VELOCIDAD (RAV)","MADRID-JARDIN BOTANICO","03200"
"RC CENTRO","BIF. STA. CATALINA","B1803"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR DE LA BOELLA","04120"
"RC NORESTE","BIF.GLORIES-CLOT","B7183"
"RED DE ALTA VELOCIDAD (RAV)","LA HINIESTA-AV","08244"
"RED DE ALTA VELOCIDAD (RAV)","TABARA","08245"
"RED DE ALTA VELOCIDAD (RAV)","OTERO DE BODAS","08246"
"RED DE ALTA VELOCIDAD (RAV)","SANABRIA AV","08247"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR ANCHO PEDRALBA","08248"
"RED DE ALTA VELOCIDAD (RAV)","KM. 510.0","C6200"
"RED DE ALTA VELOCIDAD (RAV)","KM. 304.6","C8020"
"RC SUR","BIF. LA ISLA","B3750"
"RC SUR","BIF. SAN NICOLAS","B3760"
"RC NOROESTE","TABOADELA AG. KM. 447,1","A8249"
"RED DE ALTA VELOCIDAD (RAV)","TABOADELA AV","08253"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR DE TABOADELA","08255"
"RC NOROESTE","TABOADELA AG. KM. 234,0","A8250"
"RED DE ALTA VELOCIDAD (RAV)","VILAVELLA","08250"
"RED DE ALTA VELOCIDAD (RAV)","A GUDIÑA-PORTA DE GALICIA","08251"
"RED DE ALTA VELOCIDAD (RAV)","MIAMAN","08252"
"RC NOROESTE","LEON AG. KM. 123,6","A1510"
"RC NORTE","BURGOS AG. KM. 374,2","A0825"
"RED DE ALTA VELOCIDAD (RAV)","BIF. EL CHAPARRAL","B3500"
"RC SUR","BIF. SAN ESTEBAN","B3501"
"RC SUR","CACERES AG. KM. 82.2","A3540"
"RC SUR","BIF. CASA DE LA TORRE","B3503"
"RC SUR","BIF. EL PALMERAL","B3502"
"RC SUR","BIF. ROMANOS","B3600"
"RC SUR","BIF. ALDIHUELA","B3601"
"RC SUR","PEÑAS BLANCAS","B3602"
"","KM. 115.416","C3602"
"RC SUR","ARROYO DE LA HERRERA","03500"
"RC SUR","CERRO DE LA CABRERA","03501"
"RC SUR","ALDEA DEL CANO AV","03602"
"RC NOROESTE","KM. 39.016","Z0046"
"RED DE ALTA VELOCIDAD (RAV)","KM. 74.8","Z0139"
"RED DE ALTA VELOCIDAD (RAV)","KM. 317.354","Z0021"
"RED DE ALTA VELOCIDAD (RAV)","KM. 73.725","Z0061"
"RED DE ALTA VELOCIDAD (RAV)","KM. 227.145","Z0002"
"RED DE ALTA VELOCIDAD (RAV)","KM. 302.084","Z0302"
"RED DE ALTA VELOCIDAD (RAV)","KM. 331.304","Z0331"
"RED DE ALTA VELOCIDAD (RAV)","KM. 264.863","Z0264"
"RED DE ALTA VELOCIDAD (RAV)","KM. 152.24","Z0165"
"RED DE ALTA VELOCIDAD (RAV)","KM. 271.064","Z0083"
"RED DE ALTA VELOCIDAD (RAV)","KM. 20.78","Z0096"
"RED DE ALTA VELOCIDAD (RAV)","KM. 551.629","Z0127"
"RED DE ALTA VELOCIDAD (RAV)","KM. 285.858","Z0020"
"RED DE ALTA VELOCIDAD (RAV)","KM. 438.821","Z0093"
"RED DE ALTA VELOCIDAD (RAV)","KM. 71.57","Z0166"
"RED DE ALTA VELOCIDAD (RAV)","KM. 268.874","Z0031"
"RED DE ALTA VELOCIDAD (RAV)","KM. 352.051","Z0176"
"RED DE ALTA VELOCIDAD (RAV)","KM. 323.901","Z0078"
"RED DE ALTA VELOCIDAD (RAV)","KM. 254.705","C0816"
"RED DE ALTA VELOCIDAD (RAV)","KM. 244.592","ZN816"
"RED DE ALTA VELOCIDAD (RAV)","KM. 520.715","Z0125"
"RED DE ALTA VELOCIDAD (RAV)","KM. 72.847","Z0064"
"RED DE ALTA VELOCIDAD (RAV)","KM. 425.185","Z0121"
"RED DE ALTA VELOCIDAD (RAV)","KM. 193.557","Z0003"
"RED DE ALTA VELOCIDAD (RAV)","KM. 288.516","Z0076"
"RED DE ALTA VELOCIDAD (RAV)","KM. 36.432","Z0043"
"RED DE ALTA VELOCIDAD (RAV)","KM. 241.251","Z0110"
"RED DE ALTA VELOCIDAD (RAV)","KM. 139.7","Z0142"
"RED DE ALTA VELOCIDAD (RAV)","KM. 37.816","Z0026"
"RED DE ALTA VELOCIDAD (RAV)","KM. 142.163","Z0068"
"RED DE ALTA VELOCIDAD (RAV)","KM. 9.247","Z1147"
"RED DE ALTA VELOCIDAD (RAV)","KM. 86.593","Z0100"
"RED DE ALTA VELOCIDAD (RAV)","KM. 67.4","Z0101"
"RED DE ALTA VELOCIDAD (RAV)","KM. 460.273","Z0042"
"RED DE ALTA VELOCIDAD (RAV)","KM. 178.121","Z0070"
"RED DE ALTA VELOCIDAD (RAV)","KM. 3.65","Z0007"
"RED DE ALTA VELOCIDAD (RAV)","KM. 601.534","Z0129"
"RED DE ALTA VELOCIDAD (RAV)","KM. 261.211","Z0011"
"RED DE ALTA VELOCIDAD (RAV)","KM. 15.499","Z0136"
"RED DE ALTA VELOCIDAD (RAV)","KM. 210.566","Z0016"
"RED DE ALTA VELOCIDAD (RAV)","KM. 391.055","ZN002"
"RED DE ALTA VELOCIDAD (RAV)","KM. 426.187","ZN003"
"RED DE ALTA VELOCIDAD (RAV)","KM. 361.92","ZN001"
"RC NOROESTE","KM. 75.32","Z0155"
"RED DE ALTA VELOCIDAD (RAV)","KM. 207.218","Z0072"
"RED DE ALTA VELOCIDAD (RAV)","KM. 44.477","Z0052"
"RED DE ALTA VELOCIDAD (RAV)","KM. 492.907","Z0124"
"RED DE ALTA VELOCIDAD (RAV)","KM. 694.614","Z0132"
"RED DE ALTA VELOCIDAD (RAV)","KM. 9.605","Z0053"
"RED DE ALTA VELOCIDAD (RAV)","KM. 228.703","Z0156"
"RED DE ALTA VELOCIDAD (RAV)","KM. 188.964","Z0107"
"RED DE ALTA VELOCIDAD (RAV)","KM. 32.799","Z0025"
"RED DE ALTA VELOCIDAD (RAV)","KM. 112.179","Z0103"
"RED DE ALTA VELOCIDAD (RAV)","KM. 318.331","Z0112"
"RED DE ALTA VELOCIDAD (RAV)","KM. 138.2","Z0148"
"RED DE ALTA VELOCIDAD (RAV)","KM. 351.615","Z0114"
"RED DE ALTA VELOCIDAD (RAV)","KM. 107.903","Z0066"
"RC NOROESTE","KM. 74.447","Z0153"
"RED DE ALTA VELOCIDAD (RAV)","KM. 117.131","Z0163"
"RED DE ALTA VELOCIDAD (RAV)","KM. 105.281","Z0009"
"RED DE ALTA VELOCIDAD (RAV)","KM. 376.26","Z0082"
"RC NOROESTE","KM. 397.52","Z0157"
"RED DE ALTA VELOCIDAD (RAV)","KM. 12.49","Z0059"
"RED DE ALTA VELOCIDAD (RAV)","KM. 222.444","Z0170"
"RED DE ALTA VELOCIDAD (RAV)","KM. 40.328","Z0060"
"RC NOROESTE","KM. 87.196","Z0152"
"RED DE ALTA VELOCIDAD (RAV)","KM. 198.246","Z0149"
"RED DE ALTA VELOCIDAD (RAV)","KM. 136.258","Z0062"
"RED DE ALTA VELOCIDAD (RAV)","KM. 305.745","Z0085"
"RED DE ALTA VELOCIDAD (RAV)","KM. 270.254","Z0172"
"RED DE ALTA VELOCIDAD (RAV)","KM. 342.944","Z0080"
"RED DE ALTA VELOCIDAD (RAV)","KM. 236.111","Z0073"
"RED DE ALTA VELOCIDAD (RAV)","KM. 382.513","Z0116"
"RED DE ALTA VELOCIDAD (RAV)","KM. 314.859","Z0169"
"RED DE ALTA VELOCIDAD (RAV)","KM. 436.655","Z0174"
"RED DE ALTA VELOCIDAD (RAV)","KM. 664.831","Z0131"
"RED DE ALTA VELOCIDAD (RAV)","KM. 105.0","Z0141"
"RED DE ALTA VELOCIDAD (RAV)","KM. 160.934","Z0150"
"RED DE ALTA VELOCIDAD (RAV)","KM. 214.859","Z0178"
"RED DE ALTA VELOCIDAD (RAV)","KM. 413.193","Z0118"
"RC NOROESTE","KM. 418.034","Z0159"
"RED DE ALTA VELOCIDAD (RAV)","KM. 377.945","Z0089"
"RED DE ALTA VELOCIDAD (RAV)","KM. 406.009","Z0090"
"RED DE ALTA VELOCIDAD (RAV)","KM. 152.43","Z0105"
"RED DE ALTA VELOCIDAD (RAV)","KM. 238.632","Z0018"
"RED DE ALTA VELOCIDAD (RAV)","KM. 746.23","Z0134"
"RED DE ALTA VELOCIDAD (RAV)","KM. 721.418","Z0135"
"RC NOROESTE","KM. 78.851","Z0024"
"RED DE ALTA VELOCIDAD (RAV)","KM. 630.625","Z0036"
"RED DE ALTA VELOCIDAD (RAV)","KM. 342.855","Z0087"
"RC NOROESTE","KM. 58.277","Z0045"
"RC NORESTE","S PERPETUA MOGODA-RIERA CALDES (APD","72508"
"RC SUR","AG. KM. 160.4","A3760"
"","KM. 289.8","ZN801"
"","KM. 84.3","C3540"
"","KM. 293.5","ZN501"
"","KM. 7.3","ZN502"
"","KM. 520.0","C6132"
"RC NORESTE","AGUJA K.M. 185,747","A8401"
"","KM. 468.887","ZN461"
"","KM. 473.286","ZN462"
"","KM. 509.999","ZN463"
"RC ESTE","LA PARRILLA","64010"
"RC ESTE","BIF. MOIXENT","B6411"
"RC ESTE","BIF. TUNEL DE LA ENCINA","B6410"
"RC NOROESTE","LA ROBLA AV","08208"
"RC NOROESTE","CAMPOMANES AV","08207"
"","KM. 388.2","C8825"
"","KM. 376.2","ZN984"
"RC NOROESTE","B.N. TUNEL NOCEDO DE GORDON","C8818"
"RC NOROESTE","B.S. TUNELES PAJARES","C8819"
"RC NOROESTE","B.S. TUNEL DE ALBA","C8817"
"RC NOROESTE","CAMPOMANES AV AG. KM 411,6","A0851"
"RC NOROESTE","CAMPOMANES AV AG. KM 410,7","A0849"
"RC NOROESTE","B.S. TUNELES PONTONES","C8821"
"RC NOROESTE","B.N. TUNELES TESO","C8822"
"RC NOROESTE","B.N. TUNELES PAJARES","C8820"
"RC ESTE","DARSENA ESCOMBRERAS","61404"
"RC ESTE","LIMITE ADIF-AP. CARTAGENA","B6140"
"RC CENTRO","AGUJA KM. 2.0","A7003"
"RC NORTE","SANTIAGO AG KM 378.110","A3144"
"RC NOROESTE","A CORUÑA AG KM 438.904","A3143"
"RC SUR","HUELVA-MERCANCIAS AG. KM.107,4","A4309"
"RC SUR","BIF. TORRE ARENILLAS","B4310"
"RC SUR","ACCESO PUERTO DE HUELVA","43030"
"RC ESTE","ALBAL (APD)","64210"
"","KM. 11.125","Z5341"
"","KM. 11.125","Z0261"
"","KM. 35.593","Z0262"
"","KM. 76.528","Z5181"
"","KM. 123.178","Z6261"
"RC CENTRO","ACCIONA INFRAESTRUCTURAS (CGD)","66019"
"RC CENTRO","BM. AV. VILLARRUBIA DE SANT. (CGD)","66020"
"RC SUR","GRANADA AG. KM 53,273","B5702"
"RC SUR","GRANADA AG. KM 54,289","B5703"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR DE GRANADA","05021"
"RC NOROESTE","ACCESO POLIGONO VILLADANGOS (CGD)","B2003"
"RC ESTE","ALMUSSAFES","64110"
"","KM. 168.214","Z9261"
"RC SUR","BIF. GRANJA LAS ENCINAS","B3603"
"RC SUR","PLATAFORMA LOGISTICA DEL SUROESTE","37612"
