"Código","Longitud","Latitud"
"20306","-7,393364","42,832903"
"20307","",""
"20308","-7,481682","42,957786"
"20309","-7,552112","43,015092"
"20310","-7,62475","43,121363"
"20311","",""
"20312","-7,756304","43,173378"
"20313","-7,83735","43,163621"
"20314","-7,895127","43,179069"
"20315","",""
"20316","-8,037666","43,141377"
"20317","-8,143177","43,1272"
"20318","-8,191205","43,145301"
"20319","-8,200532","43,173034"
"20320","-8,187004","43,2187"
"20322","-7,583035","43,097513"
"20323","-7,556036","43,047611"
"20400","-8,225844","43,270746"
"20401","",""
"20402","-8,307754","43,287918"
"20403","-8,352112","43,2905"
"20404","-8,36865","43,317875"
"20405","",""
"20406","-8,398556","43,358025"
"20407","",""
"20410","-8,413005","43,335228"
"20601","-6,766545","42,55631"
"20603","-6,814144","42,60164"
"21001","-8,215862","43,284157"
"21002","-8,205404","43,342303"
"21003","-8,201086","43,378179"
"21004","-8,180378","43,411768"
"21005","-8,16883","43,415618"
"21006","",""
"21007","-8,188616","43,462881"
"21008","-8,175033","43,472297"
"21009","-8,160986","43,495386"
"21010","-8,231033","43,488034"
"21011","",""
"22001","-7,587627","42,482702"
"22002","-7,629174","42,457926"
"22003","-7,66301","42,427475"
"22004","-7,712948","42,45306"
"22005","-7,735604","42,451173"
"22006","-7,802662","42,401056"
"22100","-7,872764","42,350314"
"22101","-8,011593","42,338546"
"22102","-8,139187","42,293064"
"22103","-8,184792","42,219925"
"22104","-8,201038","42,154872"
"22105","-8,234913","42,136671"
"22106","-8,300205","42,107001"
"22107","-8,35599","42,092042"
"22108","-8,42011","42,075446"
"22109","-8,49522","42,081602"
"22110","-8,56639","42,055805"
"22200","-8,622534","42,065662"
"22201","-8,621993","42,164074"
"22202","-8,596734","42,23437"
"22203","-8,622771","42,125213"
"22300","-8,619426","42,286024"
"22302","",""
"22303","",""
"22305","",""
"22308","-8,711349","42,240274"
"22309","",""
"22319","-8,669719","42,272522"
"22401","-8,643028","42,05658"
"22402","-8,639245","42,024043"
"22403","-8,648926","42,037958"
"23000","-8,607141","42,286918"
"23001","-8,616562","42,31035"
"23002","-8,610473","42,340436"
"23003","",""
"23004","-8,635882","42,421616"
"23005","-8,654539","42,517756"
"23006","-8,657965","42,587477"
"23008","-8,73612","42,598842"
"23009","-8,72536","42,672216"
"23010","-8,652153","42,722931"
"23011","-8,652598","42,738984"
"23012","-8,651203","42,781072"
"23013","-8,615844","42,825269"
"23014","",""
"23015","-8,647684","42,52767"
"23017","",""
"23018","-8,630044","42,438314"
"23019","",""
"30000","-6,101058","39,937481"
"30002","-6,099492","40,022199"
"30023","",""
"30100","-5,648527","40,971861"
"30101","",""
"30110","-5,656277","40,966834"
"30200","-5,73974","41,515917"
"30216","",""
"30219","",""
"31002","-5,076765","41,334756"
"31003","",""
"31004","-5,242896","41,40248"
"31006","-5,383332","41,511824"
"31007","-5,504546","41,507991"
"31008","",""
"31009","",""
"31010","",""
"31102","",""
"31104","-5,972014","41,681556"
"31105","",""
"31106","-6,073897","41,764115"
"31107","-6,141835","41,809394"
"31108","-6,205094","41,848269"
"31109","-6,246335","41,854594"
"31110","",""
"31111","-6,379867","41,909122"
"31112","-6,484612","41,946959"
"31113","",""
"31200","-6,62665","42,045641"
"31201","-6,696708","42,027225"
"31202","-6,748841","42,02253"
"31203","-6,893509","42,03782"
"31204","-7,019293","42,044459"
"31205","-7,13247","42,060638"
"31206","-7,234198","42,070045"
"31207","",""
"31208","-7,403868","42,087961"
"31209","",""
"31210","-7,598636","42,163338"
"31211","-7,683007","42,237566"
"31212","",""
"31213","",""
"31214","-7,831791","42,265439"
"31215","-7,860904","42,332692"
"31301","-7,989602","42,35277"
"31302","-8,006818","42,411476"
"31303","-8,028941","42,411366"
"31304","-8,068795","42,431441"
"31305","",""
"31306","-8,105038","42,519645"
"31307","",""
"31308","-8,142653","42,632529"
"31309","-8,206923","42,684417"
"31310","",""
"31311","-8,304425","42,746166"
"31312","-8,428153","42,77664"
"31313","-8,486154","42,829554"
"31314","-8,289643","42,754834"
"31400","-8,544712","42,870788"
"31403","",""
"31406","",""
"31407","",""
"31408","",""
"31409","-8,449542","43,215073"
"31411","-8,444423","43,297415"
"31412","-8,409508","43,352867"
"31415","-8,447864","43,038"
"31421","-8,445635","43,164042"
"31422","-8,418565","43,167701"
"31434","",""
"31436","",""
"32001","-5,01787","41,25951"
"32002","-5,114467","41,215444"
"32003","-5,137987","41,191373"
"32004","-5,183022","41,133605"
"32005","-5,300671","41,118111"
"32006","-5,406126","41,079874"
"32007","-5,474123","41,063753"
"32008","-5,541548","41,041797"
"32009","-5,584137","41,012099"
"33001","-5,690897","40,953478"
"33003","-5,878622","40,909919"
"33004","",""
"33006","-6,052965","40,851208"
"33007","-6,197469","40,813149"
"33008","-6,248397","40,793145"
"33009","-6,291612","40,778565"
"33010","-6,347476","40,763113"
"33011","-6,400486","40,719055"
"33012","-6,43439","40,663258"
"33013","-6,530469","40,608723"
"33014","-6,620821","40,587021"
"33015","-6,730182","40,559277"
"33016","-6,824564","40,598526"
"33030","-6,826081","40,605786"
"34002","-4,750798","40,739191"
"34003","-4,795614","40,761518"
"34004","-4,83683","40,785646"
"34005","-4,871473","40,803808"
"34007","-4,968015","40,870093"
"34008","-5,052806","40,866571"
"34010","-5,206419","40,898005"
"34011","-5,296041","40,952028"
"34012","-5,430583","40,972358"
"34013","-5,492806","40,984154"
"34014","-5,5532","40,979782"
"35001","-3,771025","40,328877"
"35002","-3,799569","40,283153"
"35004","-3,856136","40,208181"
"35005","-3,842351","40,120839"
"35008","",""
"35009","-3,748218","40,340681"
"35010","-3,792619","40,296784"
"35011","-3,783388","40,312772"
"35012","-3,828616","40,255703"
"35100","-3,902354","40,032324"
"35102","-4,023256","39,972147"
"35103","-4,128459","39,963982"
"35105","-4,283092","39,97897"
"35107","-4,48747","39,948813"
"35108","",""
"35109","-4,64652","39,960866"
"35200","-4,826493","39,970641"
"35201","-4,962785","39,891136"
"35203","-5,186161","39,921722"
"35206","-5,545646","39,894842"
"35207","-5,677452","39,891236"
"35209","-5,897855","39,915256"
"35301","-6,228907","39,866169"
"35302","-6,325704","39,812077"
"35303","-6,374543","39,788962"
"35304","-6,457373","39,703862"
"35305","-6,440301","39,55147"
"35400","-6,385681","39,461153"
"35402","-6,53442","39,468074"
"35404","",""
"35405","-7,117065","39,381526"
"35406","-7,230699","39,426894"
"35407","-7,30722","39,465477"
"35600","-3,760781","40,385705"
"35601","-3,768638","40,383673"
"35602","-3,780269","40,3812"
"35603","-3,791481","40,377776"
"35604","-3,81558","40,356559"
"35605","-3,832046","40,350302"
"35606","-3,863721","40,328562"
"35607","-3,882423","40,330962"
"35608","-3,744165","40,398983"
"35609","-3,702648","40,405126"
"35610","-3,84307","40,341471"
"35701","-3,678216","40,395625"
"35702","-3,698901","40,378891"
"35703","-3,704708","40,366355"
"35704","-3,705184","40,350368"
"36001","",""
"36002","",""
"36003","",""
"36004","",""
"37000","",""
"37001","-3,711568","40,34155"
"37002","-3,734025","40,309924"
"37003","-3,739257","40,266933"
"37004","",""
"37006","-3,769617","40,138767"
"37008","-3,850677","39,945904"
"37009","-3,744571","40,234077"
"37010","-3,727258","40,322952"
"37011","-3,737536","40,288238"
"37012","-3,769413","40,240837"
"37013","-3,668371","40,298728"
"37100","-3,862967","39,914235"
"37101","-3,854223","39,817422"
"37104","-3,80123","39,682921"
"37106","-3,820741","39,549409"
"37107","-3,822226","39,419046"
"37108","-3,874266","39,335077"
"37110","-3,860489","39,165821"
"37113","-3,837844","39,982839"
"37200","-3,913343","38,985086"
"37201","",""
"37202","-3,99936","38,866519"
"37205","-4,070361","38,803697"
"37206","",""
"37210","-4,071342","38,803555"
"37300","",""
"37301","-4,14418","38,677775"
"37302","-4,316612","38,668817"
"37303","-4,474776","38,705009"
"37305","-4,730308","38,740551"
"37306","",""
"37307","",""
"37308","-4,929545","38,699218"
"37309","-5,074371","38,714767"
"37311","-5,226613","38,724014"
"37315","-4,064613","38,670684"
"37316","-4,512927","38,194875"
"37400","-5,290419","38,6966"
"37401","",""
"37402","-5,541804","38,73496"
"37404","-5,641817","38,854091"
"37405","",""
"37406","-5,796414","38,968806"
"37407","-5,862873","38,966984"
"37408","-5,97255","38,934044"
"37409","-6,069392","38,913337"
"37410","-6,12895","38,896874"
"37411","",""
"37412","",""
"37413","",""
"37414","-6,094899","38,908311"
"37500","-6,343073","38,921391"
"37502","",""
"37600","-6,407876","38,936412"
"37601","-6,47406","38,9157"
"37602","",""
"37603","-6,598563","38,913516"
"37604","-6,689313","38,922011"
"37605","-6,800261","38,933764"
"37606","-6,98174","38,890664"
"37608","-6,618263","38,913979"
"37609","-6,926146","38,920204"
"37610","-7,03015","38,920244"
"37700","-4,111612","38,691415"
"37701","-4,316583","38,668725"
"37702","-4,428201","38,568553"
"37703","-4,479304","38,380834"
"37704","-4,571081","38,255445"
"37705","-4,561619","38,020007"
"37706","-4,691979","37,924646"
"37801","-5,243313","37,766651"
"37802","-5,622784","37,600738"
"37803","-5,948881","37,470772"
"37805","-5,960694","37,453506"
"40001","",""
"40002","-6,382956","38,886894"
"40003","",""
"40004","-6,399788","38,684648"
"40005","-6,352078","38,564477"
"40006","-6,361656","38,449601"
"40008","-6,409755","38,424575"
"40100","-6,405429","38,413873"
"40101","",""
"40103","-6,186611","38,334069"
"40105","-6,009802","38,237663"
"40107","-5,900535","38,163543"
"40108","-5,803471","38,09026"
"40110","",""
"40111","",""
"40113","-5,704405","37,932786"
"40114","-5,737738","37,862431"
"40115","-5,76243","37,837313"
"40118","-5,750717","37,701298"
"40119","-5,712175","37,661637"
"40121","-5,731082","37,635039"
"40122","-5,731388","37,61034"
"41002","-6,592485","38,375023"
"41003","-6,719384","38,335707"
"41004","-6,783678","38,322324"
"41005","-6,481225","38,380067"
"42002","-6,408809","38,342718"
"42003","-6,453996","38,257452"
"42005","-6,637799","38,167687"
"42006","-6,631008","38,053271"
"42007","",""
"42008","-6,773044","37,927955"
"42009","-6,797329","37,901221"
"42010","",""
"42012","-6,873731","37,787125"
"42013","-6,900539","37,72032"
"42014","-6,892717","37,705512"
"42015","-6,876488","37,651967"
"42016","-6,919846","37,586186"
"42017","",""
"42018","-6,953399","37,516501"
"42019","-6,94755","37,461842"
"42020","-6,962322","37,367911"
"42021","",""
"43001","-6,023453","37,417733"
"43002","-6,040854","37,417888"
"43003","-6,148226","37,40707"
"43006","-6,258826","37,31426"
"43007","",""
"43008","-6,335041","37,368994"
"43009","-6,392014","37,397842"
"43010","",""
"43011","-6,554421","37,390639"
"43012","-6,598827","37,386985"
"43013","-6,661644","37,361406"
"43014","",""
"43015","-6,681261","37,358501"
"43016","",""
"43017","",""
"43018","-6,847002","37,309748"
"43019","-6,95099","37,253023"
"43020","",""
"43021","-6,841084","37,311883"
"43022","",""
"43023","-6,909842","37,2684"
"43024","",""
"50001","-3,211296","39,256396"
"50002","-3,232795","39,169286"
"50003","-3,252989","39,083264"
"50100","-3,370539","39,005806"
"50101","-3,393674","38,891313"
"50102","-3,395945","38,763295"
"50200","-3,451524","38,644625"
"50201","-3,494242","38,575133"
"50202","-3,50177","38,514287"
"50203","-3,496034","38,43572"
"50204","-3,501554","38,373827"
"50205","-3,501252","38,331254"
"50206","-3,479045","38,288817"
"50207","-3,517506","38,2157"
"50208","",""
"50209","-3,557904","38,135637"
"50300","-3,589317","38,069127"
"50301","-3,637161","38,019983"
"50302","-3,708567","38,000569"
"50303","-3,783666","37,989213"
"50400","-3,832282","38,010132"
"50402","-3,923909","38,004204"
"50403","-4,066053","38,028185"
"50404","-4,116988","38,010494"
"50405","-4,168937","38,018938"
"50406","-4,231668","38,008346"
"50407","-4,281952","37,982985"
"50408","-4,382328","38,007969"
"50409","-4,442428","37,955628"
"50410","-4,488823","37,941783"
"50411","-4,536375","37,949775"
"50412","-4,602102","37,911135"
"50413","-4,675361","37,933052"
"50414","-4,476001","37,941386"
"50417","-4,720688","37,912557"
"50500","-4,789505","37,888505"
"50501","-4,850309","37,867281"
"50502","-4,914061","37,847735"
"50503","-5,008296","37,813727"
"50504","-5,106333","37,803946"
"50505","-5,206057","37,773999"
"50506","-5,292734","37,718068"
"50507","-5,341639","37,707506"
"50508","-5,433331","37,690222"
"50512","-4,821568","37,875348"
"50521","-4,985275","37,821414"
"50600","-5,530967","37,661108"
"50602","-5,669886","37,581378"
"50700","-5,725216","37,589847"
"50701","-5,803192","37,57489"
"50702","-5,866801","37,546248"
"50703","-5,940059","37,480033"
"50709","-5,960306","37,455844"
"50803","",""
"51003","-5,974836","37,392404"
"51005","-5,936888","37,374657"
"51006","",""
"51007","",""
"51009","-5,936523","37,403627"
"51010","-5,939481","37,370957"
"51050","-6,010079","37,407457"
"51051","-6,007684","37,416922"
"51100","-5,979539","37,377518"
"51101","-5,963827","37,32907"
"51102","",""
"51103","-5,923537","37,28718"
"51106","",""
"51107","-5,991333","37,362312"
"51110","-5,975992","37,362824"
"51111","-5,96434","37,321512"
"51112","-5,910713","37,27844"
"51200","-5,789998","37,183396"
"51201","",""
"51202","-5,946399","37,019384"
"51203","-6,086474","36,929939"
"51204","",""
"51205","-6,062224","36,756013"
"51207","-6,093499","36,720927"
"51300","-6,126547","36,679994"
"51400","-6,217947","36,603956"
"51401","-6,189432","36,532728"
"51402","-6,194011","36,475829"
"51404","-6,277052","36,513642"
"51405","-6,288529","36,529388"
"51406","-6,206744","36,467978"
"51407","-6,268269","36,494347"
"51409","-6,27214","36,50309"
"51411","",""
"51413","",""
"51414","-6,280597","36,521315"
"51415","-6,198619","36,544059"
"51416","-6,206185","36,529226"
"51417","-6,21623","36,58464"
"54001","",""
"54100","-4,832558","37,836499"
"54101","-4,759341","37,799315"
"54102","-4,688028","37,779994"
"54103","-4,667102","37,70144"
"54104","-4,656989","37,637969"
"54105","-4,634112","37,578821"
"54106","-4,660776","37,52453"
"54200","",""
"54201","-4,752987","37,396012"
"54202","-4,764383","37,294609"
"54300","-4,774985","37,209324"
"54301","-4,737956","37,135311"
"54400","-4,727748","37,037559"
"54402","-4,738366","36,976573"
"54403","-4,759278","36,907278"
"54404","-4,719428","36,873284"
"54405","-4,699655","36,819815"
"54406","-4,711847","36,764083"
"54407","-4,664719","36,73309"
"54408","-4,608534","36,733723"
"54410","-4,545441","36,705198"
"54412","-4,472327","36,69531"
"54413","-4,432411","36,711509"
"54414","",""
"54501","-4,45426","36,701229"
"54503","-4,483715","36,692021"
"54504","",""
"54505","-4,486998","36,675565"
"54506","",""
"54507","",""
"54508","-4,492651","36,641909"
"54509","-4,499625","36,622497"
"54510","-4,515376","36,609845"
"54511","-4,536314","36,599053"
"54512","-4,567035","36,582257"
"54513","-4,593693","36,570649"
"54514","-4,606676","36,564875"
"54515","-4,614577","36,554635"
"54516","-4,624027","36,541751"
"54517","-4,426781","36,715311"
"54518","-4,485132","36,645021"
"54519","-4,509425","36,613664"
"54520","-4,480315","36,656175"
"54521","-4,482588","36,651262"
"54522","-4,493736","36,641355"
"54523","-4,513015","36,611323"
"54524","-4,560078","36,584211"
"54525","-4,604165","36,56539"
"55001","-4,863512","37,032188"
"55002","",""
"55003","-5,020109","37,001024"
"55004","",""
"55005","-5,121114","36,862447"
"55006","",""
"55007","-5,161958","36,748419"
"55008","-5,140188","36,791061"
"55009","-5,19657","36,760867"
"55010","-5,246402","36,713766"
"55011","-5,281499","36,660731"
"55012","-5,332801","36,59737"
"55013","-5,386869","36,540364"
"55014","-5,419","36,467926"
"55015","-5,434272","36,424294"
"55016","-5,406726","36,331057"
"55017","-5,430101","36,276735"
"55018","-5,431961","36,21361"
"55019","-5,460782","36,173878"
"55020","-5,448969","36,126452"
"55021","",""
"55024","",""
"55026","",""
"56001","",""
"56002","-3,535441","37,955567"
"56003","",""
"56004","-3,350186","37,913341"
"56005","-3,282514","37,892053"
"56006","",""
"56007","-3,23167","37,777123"
"56008","-3,187034","37,717093"
"56009","-3,262533","37,656725"
"56010","",""
"56011","-3,30292","37,580351"
"56012","-3,320661","37,508629"
"56100","-3,310534","37,431139"
"56101","-3,250731","37,405375"
"56102","-3,184929","37,362914"
"56103","-3,163144","37,345296"
"56200","-3,127144","37,316846"
"56201","-3,029207","37,252867"
"56300","-2,94905","37,221526"
"56301","-2,839708","37,184697"
"56302","-2,783976","37,167489"
"56303","-2,691052","37,143723"
"56305","-2,591509","37,108851"
"56306","-2,524824","37,044302"
"56307","-2,526875","36,972277"
"56308","-2,487462","36,951574"
"56309","-2,455453","36,922523"
"56310","-2,436208","36,883489"
"56312","-2,456148","36,834682"
"56313","",""
"56314","",""
"57002","-3,424285","37,40025"
"57003","-3,527885","37,395878"
"57004","-3,596505","37,332596"
"57006","-3,647036","37,233988"
"58001","",""
"58101","-3,103214","37,189023"
"60000","-3,690552","40,405559"
"60001","-3,678774","40,374836"
"60004","-3,677351","40,369898"
"60100","-3,684186","40,352561"
"60101","-3,698749","40,331894"
"60102","-3,707807","40,305473"
"60103","-3,703615","40,242806"
"60104","-3,664956","40,196006"
"60105","-3,61014","40,159117"
"60106","",""
"60107","-3,683866","40,342047"
"60108","",""
"60109","-3,709821","40,318532"
"60115","",""
"60116","",""
"60200","-3,618281","40,034864"
"60201","",""
"60202","-3,738438","39,949581"
"60203","-3,728541","39,879478"
"60204","-3,652765","39,817454"
"60205","",""
"60206","-3,497053","39,72247"
"60207","-3,430041","39,694036"
"60208","",""
"60299","-4,982983","37,822312"
"60300","-3,330358","39,622006"
"60301","-3,266263","39,50423"
"60302","-3,213474","39,402742"
"60400","-3,205441","39,395973"
"60402","-3,11768","39,394401"
"60404","-2,951864","39,334796"
"60406","-2,775488","39,278758"
"60500","-2,598513","39,260829"
"60503","-2,348486","39,240717"
"60505","-2,162864","39,199381"
"60507","-2,000284","39,111701"
"60599","-5,467641","37,687233"
"60600","-1,848239","38,999776"
"60601","",""
"60602","",""
"60700","",""
"60701","-1,694588","38,903691"
"60702","",""
"60704","",""
"60705","-1,252999","38,939917"
"60800","-1,105463","38,867785"
"60900","-0,954273","38,765392"
"60901","-0,959746","38,716129"
"60902","-0,867675","38,631836"
"60903","",""
"60904","-0,814225","38,544776"
"60905","-0,801065","38,48494"
"60906","-0,816629","38,441351"
"60907","-0,777721","38,407148"
"60908","-0,694985","38,406264"
"60909","-0,614843","38,407371"
"60910","-0,534706","38,397878"
"60911","-0,49552","38,344593"
"60913","-0,528733","38,394621"
"60914","-0,528425","38,384121"
"61001","-1,724332","38,804199"
"61003","-1,664855","38,649027"
"61004","",""
"61005","-1,688562","38,508773"
"61007","-1,629912","38,403486"
"61009","",""
"61011","",""
"61012","-1,421796","38,246589"
"61013","-1,324914","38,222822"
"61014","",""
"61015","-1,236023","38,131332"
"61017","-1,245257","38,0516"
"61018","",""
"61100","",""
"61101","-1,194965","37,969628"
"61200","-1,131555","37,974803"
"61204","",""
"61210","-1,028576","38,006325"
"61301","",""
"61302","-0,973288","37,896051"
"61303","-0,950954","37,818798"
"61304","-0,96704","37,746988"
"61305","-0,977814","37,699924"
"61307","-0,975008","37,605049"
"61308","",""
"61401","-0,925759","37,574755"
"62001","-0,999542","38,044763"
"62002","-0,944537","38,077884"
"62003","-0,874399","38,122674"
"62100","-0,838101","38,167006"
"62101","-0,781565","38,224497"
"62102","-0,706358","38,269022"
"62103","-0,695069","38,271853"
"62104","-0,582505","38,289598"
"62105","",""
"62107","",""
"62108","-0,655529","38,278621"
"62109","-0,508731","38,329048"
"64001","-0,849014","38,830279"
"64003","-0,753722","38,877612"
"64004","-0,682565","38,912535"
"64005","-0,641254","38,942843"
"64006","-0,586423","38,969052"
"64007","-0,477711","39,050115"
"64100","-0,52455","38,992191"
"64102","-0,469921","39,082064"
"64103","-0,454445","39,120491"
"64104","-0,450658","39,153158"
"64105","-0,440975","39,193209"
"64107","-0,429985","39,284256"
"64108","-0,419378","39,317498"
"64200","-0,41495","39,361766"
"64201","-0,399169","39,40006"
"64202","-0,395323","39,409184"
"64203","-0,392586","39,422305"
"64204","",""
"65000","-0,377476","39,466098"
"65001","-0,323574","39,526812"
"65002","-0,369899","39,44144"
"65003","-0,334655","39,470078"
"65004","",""
"65005","-0,320618","39,543326"
"65006","-0,318317","39,555673"
"65007","-0,311756","39,58836"
"65008","-0,303093","39,620462"
"65009","",""
"65012","",""
"65013","-0,358315","39,439433"
"65014","",""
"65015","-0,331852","39,48517"
"65020","",""
"65200","-0,271578","39,675759"
"65201","-0,239789","39,719281"
"65202","-0,216311","39,751545"
"65203","-0,202941","39,767831"
"65204","-0,190211","39,782626"
"65205","-0,16261","39,820844"
"65206","-0,152674","39,853125"
"65207","-0,103865","39,896456"
"65208","-0,09674","39,933046"
"65209","-0,076776","39,954831"
"65210","",""
"65211","",""
"65212","",""
"65300","-0,052269","39,988311"
"65301","-0,001687","40,023638"
"65304","0,139823","40,0923"
"65306","0,199008","40,21217"
"65308","0,228684","40,304668"
"65309","0,293709","40,35844"
"65311","0,415137","40,427651"
"65312","0,455674","40,471634"
"65314","0,449319","40,595935"
"65318","0,057848","40,058095"
"65400","0,522999","40,807245"
"65401","0,555856","40,759136"
"65402","0,614267","40,753517"
"65403","0,671259","40,775169"
"65404","0,708247","40,812012"
"65405","0,800436","40,8862"
"65406","",""
"65407","",""
"65408","",""
"65409","",""
"65410","",""
"65411","1,145992","41,088465"
"65412","1,166782","41,103809"
"65501","0,019236","39,97418"
"66001","-3,573788","40,001708"
"66002","-3,486043","39,96459"
"66003","-3,442695","39,972503"
"66004","-3,367315","39,966222"
"66005","-3,180455","39,973129"
"66006","-3,009762","40,006492"
"66008","",""
"66009","",""
"66010","",""
"66011","-2,681772","40,146756"
"66012","",""
"66013","-2,506893","40,137115"
"66014","-2,408539","40,155452"
"66015","",""
"66016","-2,221013","40,102855"
"66017","-3,030548","40,010299"
"66018","-3,40416","39,965436"
"66100","-2,136494","40,06731"
"66101","",""
"66102","",""
"66103","-1,889583","39,953832"
"66104","-1,806858","39,900178"
"66105","-1,812312","39,838533"
"66108","-1,68188","39,750878"
"66109","-1,610922","39,746917"
"66110","",""
"66112","-1,402808","39,644815"
"66113","-1,278429","39,615838"
"66200","-1,202431","39,570578"
"66201","-1,150377","39,522215"
"66202","-1,104666","39,491141"
"66203","-1,011675","39,477342"
"66204","-0,902477","39,457203"
"66205","-0,87022","39,454273"
"66206","-0,787399","39,427095"
"66207","-0,722926","39,471049"
"66208","-0,686262","39,49078"
"66209","-0,567378","39,485689"
"66210","-0,626128","39,495599"
"66211","-0,463225","39,461017"
"66212","-0,405891","39,452684"
"66214","-0,432179","39,462571"
"67001","-0,933386","41,606289"
"67002","-0,94726","41,592347"
"67004","-0,997451","41,540111"
"67007","-1,086072","41,469039"
"67009","-1,158859","41,40445"
"67010","-1,228558","41,335583"
"67011","-1,278492","41,288949"
"67013","-1,286991","41,196132"
"67014","-1,278741","41,165486"
"67015","-1,251553","41,139471"
"67016","-1,23984","41,10852"
"67017","-1,237926","41,063467"
"67018","-1,254291","41,00886"
"67019","-1,269093","40,95757"
"67020","-1,26118","40,936541"
"67021","-1,300373","40,903442"
"67100","-1,338436","40,850707"
"67101","-1,340471","40,826022"
"67103","-1,358228","40,68412"
"67105","-1,313001","40,572904"
"67107","-1,244782","40,45531"
"67113","-1,360775","40,782295"
"67200","-1,110259","40,341012"
"67201","-1,033674","40,331433"
"67202","-0,985089","40,273242"
"67203","-0,944617","40,213434"
"67205","-0,823415","40,146238"
"67206","-0,773382","40,117937"
"67207","-0,740852","40,110636"
"67208","-0,69628","40,011717"
"67209","",""
"67210","-0,636845","39,964734"
"67211","-0,572027","39,947305"
"67212","-0,56939","39,914967"
"67213","-0,506089","39,873693"
"67214","-0,493853","39,854548"
"67215","-0,482349","39,8471"
"67216","-0,365734","39,752958"
"67217","-0,431803","39,812573"
"67218","-0,367455","39,772195"
"67220","",""
"67221","-0,348211","39,706281"
"67223","-0,320663","39,679409"
"67225","",""
"69001","-0,485125","38,974183"
"69002","-0,453262","38,93846"
"69003","-0,445601","38,915337"
"69004","-0,491499","38,88409"
"69005","-0,510489","38,867429"
"69006","-0,518245","38,845705"
"69007","-0,551209","38,830517"
"69008","-0,602623","38,809509"
"69009","-0,521813","38,796858"
"69010","-0,451775","38,755682"
"69011","-0,470278","38,709476"
"69101","-0,394106","39,302987"
"69102","-0,379284","39,279302"
"69103","-0,308249","39,205807"
"69104","-0,263251","39,177834"
"69105","-0,226346","39,078942"
"69107","-0,214781","39,026197"
"69108","-0,181018","38,983484"
"69109","-0,158042","38,993073"
"69110","-0,179999","38,970315"
"69111","-0,162451","38,990211"
"69200","-0,420925","39,463678"
"69202","",""
"70001","-3,630279","40,380618"
"70002","-3,667916","40,381727"
"70003","-3,656223","40,376059"
"70004","-3,680703","40,401096"
"70005","-3,624648","40,382086"
"70100","-3,595899","40,40125"
"70101","-3,534026","40,442663"
"70102","-3,47991","40,454727"
"70103","-3,366112","40,488979"
"70104","-3,29864","40,534646"
"70105","-3,265445","40,560999"
"70106","",""
"70107","-3,335233","40,505297"
"70108","-3,561026","40,423726"
"70109","-3,608958","40,386938"
"70110","",""
"70111","-3,393043","40,48052"
"70200","-3,18218","40,644129"
"70202","-3,163143","40,747042"
"70203","",""
"70204","-3,138988","40,831143"
"70205","-3,132703","40,860412"
"70206","",""
"70207","-3,073167","40,909703"
"70208","-3,014136","40,905887"
"70209","-2,935801","40,930017"
"70210","-2,843247","40,953833"
"70300","-2,785925","41,004899"
"70302","-2,646445","41,071307"
"70303","",""
"70304","",""
"70400","-2,493004","41,136323"
"70401","-2,421225","41,165243"
"70402","",""
"70403","-2,277685","41,215634"
"70404","-2,177999","41,263909"
"70405","-2,109877","41,298658"
"70500","-2,05955","41,30962"
"70501","-1,959927","41,295887"
"70502","-1,904327","41,294328"
"70503","-1,855844","41,317237"
"70504","-1,785195","41,324537"
"70505","-1,708435","41,322253"
"70600","-1,638605","41,346675"
"70601","-1,611477","41,401511"
"70602","-1,593153","41,421371"
"70603","-1,567694","41,429386"
"70604","-1,571141","41,444059"
"70605","-1,566182","41,478553"
"70606","-1,540184","41,477196"
"70607","-1,478567","41,47549"
"70608","-1,535057","41,479298"
"70700","-1,40281","41,501465"
"70701","-1,360608","41,528654"
"70702","-1,325484","41,568095"
"70703","-1,300968","41,609636"
"70704","-1,281577","41,639158"
"70705","-1,234257","41,689475"
"70706","-1,165903","41,745199"
"70707","",""
"70715","-1,228137","41,696342"
"70800","-1,020257","41,722639"
"70801","-0,9986","41,710844"
"70803","-0,947001","41,678887"
"70804","-0,889188","41,603408"
"70805","-1,044428","41,641739"
"70806","-0,89591","41,652762"
"70899","-0,92947","41,668817"
"71000","",""
"71100","-0,866798","41,632429"
"71101","-0,819761","41,600842"
"71102","",""
"71103","-0,618677","41,515139"
"71104","",""
"71105","-0,490722","41,41943"
"71106","",""
"71108","-0,426842","41,32047"
"71109","",""
"71121","-0,681847","41,539312"
"71200","-0,438434","41,224379"
"71201","-0,368442","41,182255"
"71202","-0,289693","41,212567"
"71203","-0,155573","41,231508"
"71204","-0,042728","41,239838"
"71205","0,076103","41,229317"
"71206","0,142828","41,234236"
"71207","0,242285","41,213509"
"71208","0,351057","41,22502"
"71209","0,481071","41,248558"
"71210","0,540061","41,229364"
"71211","0,568985","41,182391"
"71300","0,653203","41,106499"
"71301","0,747697","41,095914"
"71302","0,780339","41,102079"
"71303","0,810362","41,130859"
"71304","0,858622","41,133305"
"71305","0,920861","41,143667"
"71306","0,975733","41,14002"
"71307","1,022128","41,166432"
"71400","1,100082","41,160498"
"71401","1,150336","41,11279"
"71403","1,224752","41,111054"
"71500","1,253192","41,111499"
"71502","1,373423","41,136619"
"71503","1,405705","41,142815"
"71504","1,20005","41,095166"
"71600","1,524656","41,186152"
