"Código","Longitud","Latitud"
"71601","1,575034","41,189593"
"71602","1,606455","41,192547"
"71603","1,63192","41,194993"
"71604","1,675989","41,204258"
"71700","1,730805","41,220298"
"71701","1,809703","41,23904"
"71702","",""
"71703","1,902552","41,254467"
"71704","1,957129","41,266957"
"71705","1,979253","41,278886"
"71706","2,01049","41,303367"
"71707","2,089316","41,330904"
"71708","2,115362","41,352637"
"71709","2,02741","41,309434"
"71801","2,139834","41,378961"
"71802","2,164494","41,392149"
"71901","2,129271","41,344441"
"71902","2,17371","41,367045"
"71908","2,008793","41,411734"
"72001","",""
"72002","",""
"72003","",""
"72004","",""
"72005","",""
"72006","1,170922","41,166733"
"72100","1,44011","41,183928"
"72101","1,455181","41,186409"
"72201","1,537884","41,220822"
"72202","1,600527","41,273456"
"72203","1,659946","41,314684"
"72204","1,703164","41,344723"
"72205","1,734096","41,363866"
"72206","1,768187","41,39573"
"72207","1,794693","41,420501"
"72208","1,86543","41,448494"
"72209","1,926293","41,478758"
"72210","1,967741","41,473376"
"72211","2,002585","41,435367"
"72212","1,905955","41,486276"
"72300","2,020741","41,409877"
"72301","2,047937","41,38297"
"72302","2,0602","41,368573"
"72303","2,070542","41,35749"
"72304","",""
"72305","2,100918","41,364195"
"72400","2,073927","41,304402"
"72501","2,037333","41,475189"
"72502","2,079706","41,481048"
"72503","2,115285","41,496954"
"73001","0,733433","41,553678"
"73002","0,825522","41,543902"
"73003","0,877257","41,521733"
"73004","0,924432","41,504202"
"73005","0,970319","41,425072"
"73006","1,045984","41,402704"
"73007","1,103316","41,40062"
"73008","1,165529","41,376565"
"73009","1,176478","41,33765"
"73010","1,181284","41,318462"
"73020","",""
"73021","0,951024","41,482578"
"73022","1,032232","41,407354"
"73100","1,194929","41,306096"
"73101","1,174168","41,261563"
"73102","1,143968","41,211269"
"73110","1,184855","41,277744"
"74199","",""
"74200","-0,409757","42,133302"
"74201","-0,443021","42,106671"
"74202","-0,560912","42,205193"
"74204","-0,682593","42,275558"
"74205","-0,727396","42,316206"
"74206","-0,731712","42,344698"
"74207","-0,695861","42,380332"
"74208","-0,643065","42,403337"
"74209","-0,499452","42,397899"
"74210","",""
"74211","-0,373316","42,520349"
"74212","-0,47997","42,547407"
"74213","-0,538591","42,577643"
"74214","-0,543939","42,625606"
"74215","",""
"74216","-0,523474","42,689078"
"74217","-0,514251","42,751291"
"75101","",""
"75102","",""
"75103","",""
"75104","",""
"75105","",""
"75106","",""
"75107","",""
"75108","",""
"75109","",""
"75110","",""
"75111","",""
"75112","",""
"75113","",""
"75114","",""
"75115","",""
"75116","",""
"76001","1,376582","41,223459"
"76002","1,317461","41,239542"
"76003","1,297494","41,250288"
"76004","1,258716","41,289585"
"77001","",""
"77002","2,181907","41,496757"
"77003","2,19431","41,521662"
"77004","2,20616","41,536648"
"77005","2,226035","41,556289"
"77006","2,276885","41,611397"
"77100","2,295114","41,629783"
"77101","",""
"77102","2,288807","41,68457"
"77103","2,271628","41,72231"
"77104","2,24894","41,760577"
"77105","2,222634","41,799341"
"77106","2,233327","41,814896"
"77107","2,247474","41,841925"
"77108","",""
"77109","2,248848","41,931022"
"77110","2,269287","41,999902"
"77111","2,26","42,052027"
"77112","2,241917","42,064636"
"77113","2,217695","42,104829"
"77114","2,204139","42,130571"
"77200","2,195881","42,196035"
"77301","2,165769","42,221611"
"77302","",""
"77303","2,165436","42,298675"
"77304","2,099842","42,314345"
"77305","2,01531","42,320888"
"77306","1,955979","42,344576"
"77307","1,896859","42,376468"
"77308","1,914808","42,39765"
"77309","1,92465","42,429494"
"77310","1,90449","42,45906"
"78002","",""
"78004","-0,843407","41,721617"
"78005","-0,822166","41,765645"
"78006","-0,860292","41,7218"
"78007","-0,854604","41,695792"
"78100","-0,764131","41,877248"
"78102","-0,640068","41,996281"
"78200","-0,538346","41,975766"
"78201","-0,3693","41,937981"
"78202","-0,283595","41,881901"
"78203","-0,172268","41,817078"
"78204","-0,037647","41,848835"
"78300","0,148434","41,906106"
"78301","0,196874","41,91372"
"78302","0,291386","41,849755"
"78303","0,374987","41,77902"
"78304","0,444875","41,730304"
"78305","0,474517","41,686938"
"78400","0,632786","41,62085"
"78401","",""
"78402","0,78155","41,631657"
"78403","0,896913","41,631807"
"78404","0,930818","41,635908"
"78405","0,967765","41,637445"
"78406","1,012972","41,632527"
"78407","1,07897","41,646385"
"78408","1,13888","41,650223"
"78500","1,274761","41,673652"
"78501","1,420583","41,65591"
"78502","1,48619","41,701211"
"78503","1,515159","41,730207"
"78504","1,574129","41,748079"
"78505","1,623716","41,738814"
"78506","1,698628","41,732375"
"78600","1,82645","41,72038"
"78602","",""
"78603","",""
"78604","1,86265","41,668739"
"78605","1,868787","41,628628"
"78606","1,894037","41,60189"
"78607","1,917015","41,586962"
"78608","",""
"78609","1,95713","41,563795"
"78610","1,973899","41,56904"
"78700","2,014294","41,569775"
"78701","",""
"78702","",""
"78703","2,105418","41,52867"
"78704","2,114963","41,547889"
"78705","2,11845","41,513563"
"78706","2,147566","41,492536"
"78707","2,166966","41,481129"
"78708","2,185404","41,483874"
"78709","2,096642","41,56183"
"78710","2,039481","41,567427"
"78800","2,179512","41,47051"
"78801","2,180371","41,461628"
"78802","2,18311","41,430951"
"78804","2,180973","41,391975"
"78805","2,169258","41,38758"
"78902","-0,855254","41,675481"
"79002","2,202778","41,429833"
"79004","2,1932","41,436097"
"79005","2,188085","41,484191"
"79006","2,217676","41,533541"
"79007","2,246894","41,55035"
"79008","2,274947","41,564392"
"79009","2,188221","41,409799"
"79011","2,199745","41,510425"
"79100","2,291255","41,599684"
"79101","2,353273","41,636531"
"79102","2,404454","41,638006"
"79103","2,454169","41,671885"
"79104","2,490718","41,685755"
"79105","2,538819","41,718159"
"79106","2,5688","41,726278"
"79107","2,631651","41,747758"
"79108","",""
"79109","2,294463","41,617203"
"79200","2,673284","41,771649"
"79202","2,744998","41,807624"
"79203","2,800729","41,841117"
"79204","2,811613","41,896254"
"79205","2,809761","41,935016"
"79206","2,806292","41,953944"
"79300","2,816957","41,979371"
"79301","2,875084","42,027296"
"79302","2,915329","42,037052"
"79303","2,957392","42,047432"
"79304","2,964665","42,068309"
"79305","2,965377","42,122315"
"79306","2,989589","42,172075"
"79308","2,977791","42,21635"
"79309","2,968775","42,265092"
"79311","3,086238","42,324979"
"79312","3,149109","42,366663"
"79313","",""
"79314","3,154354","42,406863"
"79315","3,158034","42,424701"
"79316","3,162869","42,44096"
"79317","",""
"79318","",""
"79400","2,185325","41,384434"
"79403","2,230472","41,424431"
"79404","2,248944","41,445865"
"79405","2,27215","41,462955"
"79406","2,286784","41,468807"
"79407","2,310403","41,477014"
"79408","2,31997","41,479122"
"79409","2,354882","41,48768"
"79410","2,389753","41,500552"
"79412","2,401525","41,506724"
"79500","2,445516","41,533379"
"79501","2,498263","41,555532"
"79502","2,525977","41,568487"
"79600","2,549354","41,577623"
"79601","2,581335","41,586679"
"79602","2,62461","41,601737"
"79603","2,66594","41,614658"
"79604","2,693597","41,622407"
"79605","2,741517","41,641742"
"79606","2,769169","41,673518"
"79607","2,719308","41,707144"
"79608","2,716306","41,630129"
"80001","-2,16743","42,893282"
"80002","",""
"80003","-2,071189","42,911093"
"80004","",""
"80005","-1,974804","42,920528"
"80006","-1,89459","42,914787"
"80007","-1,832315","42,909448"
"80008","-1,74853","42,853802"
"80100","-1,661442","42,824982"
"80101","",""
"80102","-1,677585","42,797377"
"80103","-1,636029","42,754801"
"80104","-1,652407","42,689869"
"80105","-1,64559","42,652741"
"80106","-1,650107","42,598888"
"80108","-1,67139","42,525723"
"80109","-1,649916","42,485018"
"80111","",""
"80113","-1,64512","42,380886"
"80114","-1,717381","42,334787"
"80115","-1,745646","42,280715"
"80116","-1,733723","42,242879"
"81001","-2,845908","42,621631"
"81002","-2,849274","42,583627"
"81003","-2,77958","42,544922"
"81004","-2,745865","42,520598"
"81005","-2,631302","42,485181"
"81006","-2,570793","42,487913"
"81008","",""
"81009","",""
"81010","",""
"81011","",""
"81100","-2,440903","42,457732"
"81101","-2,337025","42,449727"
"81102","-2,291618","42,443588"
"81103","-2,256085","42,43101"
"81105","-2,122029","42,407448"
"81106","-2,098222","42,411099"
"81107","-2,071077","42,380658"
"81108","-1,957991","42,310567"
"81109","-1,847752","42,230176"
"81110","-1,748226","42,186495"
"81200","-1,692439","42,172836"
"81202","-1,597839","42,059421"
"81203","-1,515221","41,997083"
"81204","-1,487621","41,971977"
"81205","-1,420297","41,914822"
"81206","-1,321232","41,867181"
"81207","-1,243863","41,826269"
"81208","-1,201988","41,805032"
"81209","-1,167554","41,788065"
"81210","-1,112473","41,771409"
"81211","",""
"82100","-2,475498","41,755207"
"82220","",""
"83001","",""
"83006","",""
"83007","",""
"83009","",""
"83010","",""
"83011","",""
"83012","",""
"84001","-2,509494","41,190568"
"84002","-2,458473","41,262137"
"84003","-2,459477","41,364724"
"84100","-2,469815","41,43992"
"84101","-2,525448","41,489154"
"84103","-2,639371","41,593522"
"84104","-2,609638","41,63965"
"84105","",""
"85200","",""
"85214","-4,721143","41,598063"
"85215","-4,731991","41,634757"
"91001","",""
"91002","-3,903667","40,010552"
"92001","",""
"92102","-4,011198","39,862374"
"94001","-3,492208","39,031517"
"94002","-3,604073","39,061495"
"94003","-3,656301","38,973536"
"94004","-3,709752","38,895447"
"94005","-3,895253","38,971581"
"94006","-3,801825","38,954642"
"95101","-3,683384","40,343603"
"95104","-3,681023","40,38362"
"97018","-3,874116","40,507684"
"97100","-3,725811","40,49553"
"97101","-3,679798","40,49936"
"97103","",""
"97201","-3,694664","40,488308"
"98001","-3,650347","40,482928"
"98003","-3,662993","40,484945"
"98100","-3,589239","40,442503"
"98201","-3,581253","40,416153"
"98222","-3,569656","40,433587"
"98304","-3,609586","40,482003"
"98305","-3,59331","40,492401"
"99501","0,499307","41,630203"
"A0320","-0,381402","39,454378"
"A3140","-8,45189","43,204327"
"A5451","-4,439188","36,708225"
"A6060","-1,841968","38,99424"
"A6420","-0,381089","39,455205"
"A7190","1,994284","41,450843"
"A7220","1,982375","41,453272"
"A7229","1,992999","41,443897"
"B0320","-1,957582","39,60876"
"B0321","-0,417087","39,446248"
"B4400","",""
"B4401","",""
"B7900","2,192024","41,414631"
"C0300","",""
"C0320","",""
"C0321","",""
"C0322","",""
"C0323","",""
"C0326","",""
"C0327","",""
"C0328","",""
"C0329","",""
"C0330","",""
"C0331","",""
"C0332","",""
"C0333","",""
"C0335","",""
"C0338","",""
"C0339","",""
"C0340","",""
"C0341","",""
"C0342","",""
"C0343","",""
"C0344","",""
"C0345","",""
"C0346","",""
"C0350","",""
"C0351","",""
"C1044","",""
"C2300","-8,604323","42,291433"
"C3142","",""
"C6072","",""
"C7900","",""
"03201","-3,705175","40,147844"
"03202","-3,663703","40,344677"
"03203","-3,378318","39,953377"
"03204","-3,161454","39,973929"
"03205","-2,996233","39,977386"
"03206","-2,711796","40,026573"
"03207","-2,475998","40,053456"
"03208","-2,141387","40,032979"
"03209","-1,993394","39,808992"
"03210","-1,808291","39,523276"
"03211","-1,558437","39,525075"
"03212","-1,305746","39,547546"
"03213","-1,138448","39,523728"
"03214","-0,94752","39,463153"
"03215","-0,730156","39,450143"
"03216","-0,382301","39,459856"
"03217","-0,381169","39,45524"
"03300","-1,985546","39,484128"
"03301","-2,011552","39,275701"
"03302","-1,94573","39,092348"
"03303","-1,843755","38,996401"
"04400","",""
"04401","",""
"04402","",""
"04403","",""
"04404","",""
"31416","-8,446633","43,207673"
"37611","-6,476941","38,915409"
"64008","",""
"65016","-0,334894","39,43818"
"65017","-0,327889","39,428854"
"72504","2,013048","41,472369"
"72505","2,085317","41,483179"
"72506","2,171162","41,520939"
"72507","2,201153","41,526253"
"79001","",""
"79003","",""
"79010","",""
"79012","",""
"79319","2,893698","42,031825"
"79320","2,973606","42,13155"
"43026","-6,057072","37,426784"
"43027","-6,098857","37,41062"
"43005","-6,207946","37,356911"
"43004","-6,193956","37,381406"
"A0901","",""
"A0902","",""
"B0820","-5,642085","42,772281"
"B5143","",""
"C0352","",""
"C0353","",""
"C0354","",""
"C0355","",""
"C0356","",""
"C0357","",""
"C0358","",""
"C0359","",""
"C0360","",""
"C0361","",""
"C0362","",""
"C0363","",""
"C0820","",""
"C0821","",""
"C0822","",""
"C0823","-5,820108","43,116156"
"C0824","-5,830306","43,153839"
"C0825","",""
"C0826","",""
"C0827","",""
"C0828","",""
"C0829","",""
"C0830","",""
"C0831","",""
"C0832","",""
"C0833","",""
"C0834","",""
"C0835","",""
"C0836","",""
"C0837","",""
"C4330","",""
"C5143","",""
"C5144","",""
"C5145","",""
"C5146","",""
"04312","",""
"04313","2,93279","42,288213"
"04314","",""
"04315","",""
"04316","",""
"08201","-4,491482","41,97627"
"08202","",""
"08203","-4,969857","42,273032"
"08204","",""
"08205","-5,572665","42,543261"
"11522","-1,952176","43,320109"
"15410","-5,675717","43,537564"
"37014","-3,740393","40,258707"
"50704","-5,934322","37,485003"
"51418","",""
"51419","-6,214399","36,458069"
"51430","",""
"51431","",""
"51432","",""
"51433","",""
"51434","",""
"51435","",""
"51436","",""
"51437","",""
"51438","",""
"51439","",""
"51440","",""
"51441","",""
"51442","",""
"51443","",""
"51444","",""
"51445","",""
"51446","",""
"54527","-4,481066","36,673202"
"60706","-1,412173","38,914776"
"78806","2,186962","41,423664"
"79013","",""
"C0840","",""
"C0841","",""
"C0842","",""
"C0843","",""
"C0844","",""
"C0845","",""
"C0846","",""
"C6080","",""
"C6081","",""
"C6082","",""
"C6083","",""
"C6084","",""
"C6085","",""
"C6086","",""
"C6087","",""
"70807","-0,891151","41,643907"
"B0811","-4,672853","41,649334"
"B0812","",""
"B1510","",""
"B1512","",""
"C0850","",""
"C0851","",""
"B0860","-7,882519","42,356058"
"B0861","-8,533128","42,857684"
"B0862","-8,540503","42,854789"
"C0860","",""
"C0861","",""
"C0862","",""
"C0863","",""
"C0864","",""
"A9800","-3,659556","40,484354"
"C9830","",""
"B6100","-1,689539","38,904919"
"08222","-8,103997","42,526159"
"C0865","",""
"C4007","",""
"A6000","-3,764715","40,146597"
"B0903","-3,72344","40,162168"
"C0866","-7,910715","42,359742"
"15000","-4,513347","41,991033"
"15021","-4,991684","42,284976"
"43000","-5,996433","37,427682"
"A1702","-3,682977","40,511995"
"C1705","",""
"C6704","",""
"B1401","-4,494196","41,977982"
"C4324","",""
"B4302","",""
"C4325","",""
"C4326","",""
"B0600","",""
"10611","-4,668591","41,711148"
"A9910","",""
"A9911","",""
"C4340","",""
"C4341","",""
"C4342","",""
"C9900","",""
"C9901","",""
"C9910","",""
"C9911","",""
"C9912","",""
"C9920","",""
"C9921","",""
"99900","",""
"99901","",""
"99902","",""
"99903","",""
"99910","",""
"99911","",""
"99912","",""
"99913","",""
"99914","",""
"99920","",""
"99921","",""
"99922","",""
"99923","",""
"99924","",""
"99925","",""
"99926","",""
"99927","",""
"99928","",""
"99930","",""
"99940","",""
"B0331","-0,970977","38,798548"
"B0332","-0,934406","38,725806"
"B0333","-0,736781","38,40268"
"C3300","",""
"C3301","",""
"C3302","",""
"C3303","",""
"C3304","",""
"C3305","",""
"C3306","",""
"C3307","",""
"03305","-1,723501","38,896253"
"03306","-1,328869","38,893804"
"03307","-0,979567","38,820634"
"03308","-0,925318","38,667954"
"03309","-0,87486","38,586055"
"03310","-0,695443","38,406679"
"A4301","2,224599","41,53607"
"A4302","2,253349","41,552132"
"B4303","2,804624","41,948362"
"A9820","-3,575813","40,425719"
"05102","-8,214161","43,494508"
"05103","-8,200083","43,499744"
"05104","-8,204936","43,496508"
"05105","-8,183914","43,509492"
"05106","-8,177422","43,514786"
"05107","-8,161411","43,517239"
"05108","-8,195625","43,503142"
"05109","-8,150444","43,527925"
"05111","-8,140203","43,542631"
"05113","-8,109225","43,536639"
"05115","-8,078094","43,546097"
"05117","-8,049089","43,547342"
"05119","-8,018722","43,5505"
"05121","-8,002714","43,562122"
"05123","-7,980258","43,565314"
"05125","-7,954236","43,577089"
"05127","-7,934494","43,587064"
"05129","-7,921867","43,607881"
"05131","-7,916231","43,640942"
"05133","-7,902464","43,665967"
"05135","-7,873497","43,660969"
"05137","-7,854511","43,6688"
"05139","-7,849653","43,68635"
"05141","-7,804786","43,708736"
"05143","-7,750003","43,730347"
"05145","-7,702722","43,735683"
"05147","-7,672981","43,730983"
"05149","-7,636206","43,706086"
"05151","-7,634981","43,69275"
"05153","-7,614636","43,670144"
"05155","-7,600167","43,657122"
"05156","-7,592131","43,663092"
"05157","-7,553931","43,688064"
"05159","-7,510961","43,683514"
"05161","-7,495511","43,680942"
"05163","-7,481911","43,687047"
"05165","-7,468897","43,696731"
"05167","-7,4416","43,692172"
"05169","-7,412608","43,6862"
"05171","-7,360842","43,6602"
"05173","-7,333356","43,626075"
"05175","-7,312247","43,610294"
"05177","-7,299822","43,600839"
"05179","-7,269417","43,574692"
"05181","-7,272233","43,560964"
"05183","-7,225306","43,547436"
"05185","-7,174267","43,549836"
"05187","-7,134928","43,551778"
"05189","-7,130739","43,551531"
"05191","-7,108533","43,549739"
"05193","-7,055903","43,535992"
"05197","-7,0503","43,473042"
"05199","-7,035964","43,491269"
"05201","",""
"05203","-5,694583","43,528628"
"05204","-5,706661","43,531106"
"05205","",""
"05207","-5,723478","43,555092"
"05208","-5,728786","43,565958"
"05209","-5,754311","43,580986"
"05210","-5,768025","43,586433"
"05211","-5,772633","43,584636"
"05215","-5,825339","43,568806"
"05216","-5,865436","43,552336"
"05217","-5,874353","43,551844"
"05218","-5,882733","43,554361"
"05219","-5,896517","43,554283"
"05220","-5,929564","43,575589"
"05221","-5,917444","43,554697"
"05223","-5,926483","43,572039"
"05224","-5,939903","43,576361"
"05225","-5,956589","43,570358"
"05226","-5,92605","43,585872"
"05227","-5,975522","43,556458"
"05229","-5,995314","43,551158"
"05231","-6,02805","43,54085"
"05232","-6,070661","43,535169"
"05233","-6,07155","43,529039"
"05235","-6,074372","43,502617"
"05237","-6,094056","43,491192"
"05239","-6,091906","43,503667"
"05241","-6,097283","43,512281"
"05243","-6,110883","43,543128"
"05245","-6,152197","43,550994"
"05247","-6,155472","43,557011"
"05249","-6,184978","43,559172"
"05251","-6,228567","43,544497"
"05253","-6,248197","43,544022"
"05255","-6,234567","43,559489"
"05257","-6,263161","43,566419"
"05259","-6,289514","43,55765"
"05261","-6,305172","43,552633"
"05263","-6,329258","43,550047"
"05265","-6,351531","43,548133"
"05267","-6,391672","43,542822"
"05269","-6,415117","43,547219"
"05271","-6,446011","43,541772"
"05273","-6,508153","43,546786"
"05275","-6,536447","43,537903"
"05277","-6,593342","43,540617"
"05279","-6,6455","43,546633"
"05281","-6,685267","43,535586"
"05283","-6,720031","43,536414"
"05285","-6,752928","43,545619"
"05287","-6,77155","43,551256"
"05289","-6,789667","43,550753"
"05291","-6,827475","43,547133"
"05293","-6,909344","43,534914"
"05297","-6,977064","43,520419"
"05299","-6,977064","43,520419"
"05300","-5,864864","43,365269"
"05302","-5,883347","43,363858"
"05303","-5,888897","43,360378"
"05304","-5,917714","43,355281"
"05305","-5,924714","43,318364"
"05306","-5,958508","43,368764"
"05308","-5,965069","43,356492"
"05309","-5,932961","43,331389"
"05311","-5,967706","43,348581"
"05313","-5,982594","43,384228"
"05315","-6,005658","43,389294"
"05316","-6,045356","43,402919"
"05317","-6,063581","43,394581"
"05320","-6,065792","43,439831"
"05321","-6,077097","43,448772"
"05323","-6,098833","43,470047"
"05325","-6,110261","43,490886"
"05327","-6,081978","43,51635"
"05329","-6,08715","43,552008"
"05351","-5,912275","43,309914"
"05353","-5,875278","43,308481"
"05357","-5,858864","43,282472"
"05361","-5,82825","43,274458"
"05367","-5,784294","43,257161"
"05369","-5,780378","43,250411"
"05371","-5,782911","43,228164"
"05373","-5,784092","43,213819"
"05375","-5,788069","43,200619"
"05376","-5,777594","43,195969"
"05379","-5,74185","43,170606"
"05380","-5,696733","43,168808"
"05381","-5,722183","43,166531"
"05382","-5,676556","43,164244"
"05383","-5,684328","43,165869"
"05384","-5,646097","43,164764"
"05385","-5,624911","43,16065"
"05389","-5,566319","43,124108"
"05403","-5,690514","43,527283"
"05405","-5,726411","43,507253"
"05407","-5,719567","43,486511"
"05409","-5,726003","43,465719"
"05410","-5,693572","43,371275"
"05411","-5,710033","43,434753"
"05412","-5,717336","43,448061"
"05414","",""
"05415","-5,680411","43,363525"
"05416","-5,658539","43,35845"
"05417","-5,63415","43,350875"
"05420","-5,630789","43,339303"
"05421","-5,643219","43,328117"
"05425","-5,685764","43,310364"
"05429","-5,683119","43,298792"
"05432","-5,652978","43,289114"
"05433","-5,640839","43,289728"
"05435","-5,626428","43,287717"
"05436","-5,615339","43,278339"
"05437","-5,604878","43,276083"
"05439","-5,590411","43,270856"
"05443","-5,564903","43,250831"
"05446","-5,717692","43,555256"
"05447","-5,691717","43,567161"
"05451","-2,926975","43,259517"
"05455","-2,952597","43,25945"
"05457","-2,974103","43,274036"
"05459","-2,972903","43,261861"
"05461","-2,989972","43,248414"
"05463","-3,016031","43,233358"
"05465","-3,024933","43,222728"
"05467","-3,050417","43,202"
"05469","-3,07165","43,201019"
"05470","-3,082647","43,205958"
"05473","-3,109478","43,210442"
"05474","-3,114044","43,210294"
"05475","-3,133156","43,212867"
"05477","-3,138681","43,210853"
"05479","-3,145078","43,20365"
"05480","-3,15035","43,19995"
"05481","-3,170508","43,203317"
"05482","-3,192461","43,193378"
"05483","-3,189969","43,196442"
"05484","-3,131256","43,215814"
"05485","-3,197508","43,189992"
"05486","-3,169714","43,223797"
"05487","-3,198278","43,233347"
"05489","-3,213358","43,235508"
"05491","-3,238597","43,240069"
"05493","-3,250475","43,241281"
"05497","-3,357631","43,238878"
"05504","-5,808933","43,386581"
"05505","-5,792189","43,379583"
"05507","-5,748531","43,381022"
"05508","-5,729731","43,381761"
"05509","-5,703556","43,382256"
"05511","-5,675356","43,386972"
"05513","-5,664922","43,388036"
"05515","-5,601553","43,37683"
"05517","-5,5826","43,380492"
"05519","-5,562469","43,379142"
"05521","-5,546239","43,375028"
"05522","-5,525192","43,368806"
"05523","-5,509061","43,361275"
"05525","-5,478383","43,355603"
"05527","-5,451097","43,356147"
"05529","-5,434361","43,355469"
"05531","-5,384175","43,359875"
"05533","-5,369108","43,351861"
"05534","-5,360669","43,343994"
"05535","-5,302431","43,363081"
"05537","-5,257014","43,362403"
"05539","-5,226744","43,358133"
"05541","-5,185133","43,368375"
"05542","-5,186186","43,378869"
"05543","-5,188411","43,387489"
"05545","-5,142853","43,401547"
"05547","-5,117836","43,412203"
"05549","-5,073275","43,431353"
"05551","-5,055856","43,440572"
"05552","-5,061247","43,460356"
"05553","-5,054686","43,459339"
"05555","-5,018969","43,448358"
"05557","-4,982206","43,439811"
"05559","-4,935458","43,440558"
"05563","-4,864964","43,424989"
"05565","-4,835714","43,421456"
"05567","-4,811281","43,424769"
"05569","-4,782439","43,424128"
"05571","-4,759","43,420761"
"05573","-4,729972","43,394731"
"05575","-4,672731","43,396628"
"05577","-4,630061","43,392722"
"05579","-4,556833","43,382839"
"05600","-3,829794","43,444869"
"05602","-3,828517","43,452742"
"05603","-3,840681","43,454661"
"05604","-3,855697","43,453381"
"05605","-3,899508","43,440739"
"05607","-3,917381","43,435222"
"05609","-3,946181","43,431706"
"05611","-3,960444","43,425056"
"05613","-3,988572","43,409733"
"05615","-4,010119","43,398244"
"05617","-4,028083","43,391522"
"05619","-4,042083","43,374014"
"05620","-4,057167","43,352042"
"05621","-4,051231","43,351167"
"05622","-4,070231","43,356492"
"05623","-4,087619","43,358722"
"05625","-4,111789","43,359061"
"05627","-4,149439","43,361108"
"05629","-4,155547","43,340808"
"05631","-4,174769","43,338875"
"05633","-4,193619","43,3231"
"05635","-4,215056","43,315625"
"05637","-4,231817","43,307803"
"05641","-4,308872","43,318411"
"05643","-4,349183","43,328317"
"05644","-4,383747","43,340942"
"05645","-4,4045","43,367739"
"05647","-4,480139","43,370311"
"05649","-4,514556","43,374914"
"05650","-3,81955","43,456056"
"05651","-3,84955","43,440081"
"05652","-3,840367","43,427458"
"05655","-3,841294","43,416753"
"05657","-3,820825","43,403911"
"05658","-3,815083","43,397756"
"05659","-3,803881","43,393692"
"05661","-3,766506","43,401069"
"05663","-3,738319","43,399336"
"05665","-3,731506","43,38715"
"05667","-3,718031","43,376539"
"05669","-3,707272","43,350339"
"05671","-3,741917","43,344997"
"05672","-3,719394","43,406428"
"05673","-3,703619","43,411253"
"05675","-3,666925","43,404969"
"05677","-3,5768","43,413731"
"05679","-3,524944","43,423031"
"05681","-3,490367","43,416961"
"05683","-3,4694","43,394111"
"05685","-3,446758","43,371303"
"05687","-3,421039","43,346547"
"05689","-3,445528","43,313708"
"05691","-3,438331","43,282003"
"05713","-2,879428","43,240108"
"05721","-3,227747","43,166658"
"05722","-3,266247","43,1516"
"05723","-3,2566","43,120539"
"05724","-3,262878","43,105514"
"05725","-3,2826","43,086258"
"05726","-3,315811","43,062725"
"05727","-3,347442","43,068"
"05728","-3,362439","43,085081"
"05729","-3,397161","43,085539"
"05730","-3,457242","43,088456"
"05731","-3,511325","43,079972"
"05732","-3,537322","43,074289"
"05733","-3,619669","43,060556"
"05734","-3,688308","43,045208"
"05735","-3,737842","43,012331"
"05736","-3,755892","43,011286"
"05737","-3,809311","43,019019"
"05738","-3,844769","43,005822"
"05739","-3,858367","42,996392"
"05740","-3,944592","42,991208"
"05741","-3,981653","42,988394"
"05742","-4,029822","42,973619"
"05743","-4,042381","42,932081"
"05744","-4,075225","42,910256"
"05746","-4,231833","42,858989"
"05747","-4,279067","42,857628"
"05748","-4,386061","42,851339"
"05749","-4,494358","42,839283"
"05750","-4,602","42,812111"
"05751","-4,685625","42,818325"
"05752","-4,741619","42,802067"
"05753","-4,844933","42,787681"
"05754","-4,851864","42,790917"
"05755","-5,041322","42,770156"
"05756","-4,905356","42,786825"
"05757","-4,929617","42,765364"
"05758","-4,971808","42,787772"
"05759","-5,027167","42,783239"
"05760","-5,071058","42,767883"
"05761","-5,130894","42,803164"
"05762","-5,180097","42,809758"
"05763","-5,213953","42,808911"
"05764","-5,283114","42,812389"
"05765","-5,3182","42,838553"
"05766","-5,328606","42,862692"
"05767","-5,412083","42,855075"
"05768","-5,442828","42,854725"
"05769","-5,487017","42,849681"
"05770","-5,522103","42,841211"
"05771","-5,508244","42,806344"
"05772","-5,507044","42,790808"
"05773","-5,516428","42,754728"
"05774","-5,524283","42,734564"
"05775","-5,533844","42,707156"
"05776","-5,538028","42,682444"
"05777","-5,553997","42,646856"
"05779","-4,85135","42,80935"
"05786","-5,511897","42,771533"
"05787","-5,522983","42,833458"
"05788","-5,507347","42,840733"
"05789","-5,428908","42,855906"
"05793","-5,339542","42,858589"
"05794","-5,556981","42,638069"
"05795","-5,390056","42,859597"
"05796","-5,561308","42,629083"
"05798","-5,302219","42,820103"
"05799","-5,005639","42,779819"
"05803","-5,566014","42,616222"
"05805","-5,334456","42,864617"
"05807","-5,529553","42,719914"
"05951","-0,976733","37,603639"
"05952","-0,960775","37,605231"
"05955","-0,944114","37,609322"
"05957","-0,931814","37,609681"
"05959","-0,915217","37,609967"
"05961","-0,891397","37,613806"
"05963","-0,8817","37,615453"
"05965","-0,875103","37,61555"
"05969","-0,836228","37,626022"
"05971","-0,829553","37,627572"
"05973","-0,791875","37,646922"
"05975","-0,787939","37,649339"
"05977","-0,796928","37,651894"
"C1500","",""
"C1501","-5,829381","43,384398"
"05213","-5,797625","43,580467"
"05244","-6,143381","43,54685"
"05561","-4,903694","43,441953"
"05460","-2,971969","43,255489"
"C5000","",""
"C5001","",""
"C5002","",""
"C5003","",""
"C5004","",""
"C5005","",""
"C5006","",""
"C5007","",""
