Fecha	T.ida	T.vuelta
20240112	78312	78321
20240112	78321	78320
20240112	78320	78329
20240112	78329	78328
20240112	78328	78337
20240112	78337	78336
20240112	78336	78345
20240112	78345	78344
20240112	78344	78353
20240112	78353	78352
20240112	78352	78361
20240112	78361	78360
20240112	78360	78369
20240112	78369	78368
20240112	78368	
20240112	78307	78306
20240112	78306	78315
20240112	78315	78314
20240112	78314	78323
20240112	78323	78322
20240112	78322	78331
20240112	78331	78330
20240112	78330	78339
20240112	78339	78338
20240112	78338	78347
20240112	78347	78346
20240112	78346	78355
20240112	78355	78354
20240112	78354	78363
20240112	78363	78362
20240112	78362	78371
20240112	78371	78370
20240112	78370	
20240112	36281	77982
20240112	77982	77981
20240112	77981	77988
20240112	77988	77989
20240112	77989	36284
20240112	36284	
20240112	36281	77980
20240112	77980	36505
20240112	36505	36508
20240112	36508	77886
20240112	77886	77878
20240112	77878	77821
20240112	77821	36522
20240112	36522	77991
20240112	77991	77992
20240112	77992	
20240112	36289	77984
20240112	77984	78149
20240112	78149	78154
20240112	78154	78167
20240112	78167	78174
20240112	78174	78183
20240112	78183	78186
20240112	78186	78195
20240112	78195	
20240112	36291	77986
20240112	77986	78153
20240112	78153	78170
20240112	78170	78077
20240112	78077	78098
20240112	78098	
20240112	36501	36502
20240112	36502	77880
20240112	77880	77872
20240112	77872	77875
20240112	77875	36290
20240112	36290	36524
20240112	36524	77851
20240112	77851	77894
20240112	77894	36515
20240112	36515	
20240112	36503	36504
20240112	36504	77882
20240112	77882	77874
20240112	77874	77877
20240112	77877	77814
20240112	77814	77823
20240112	77823	77818
20240112	77818	77827
20240112	77827	77822
20240112	77822	77831
20240112	77831	77826
20240112	77826	77835
20240112	77835	77830
20240112	77830	77839
20240112	77839	77834
20240112	77834	77843
20240112	77843	77838
20240112	77838	77847
20240112	77847	77890
20240112	77890	36511
20240112	36511	77857
20240112	77857	77852
20240112	77852	77861
20240112	77861	77856
20240112	77856	77865
20240112	77865	77860
20240112	77860	77869
20240112	77869	36292
20240112	36292	
20240112	36507	77884
20240112	77884	77876
20240112	77876	77819
20240112	77819	77816
20240112	77816	77825
20240112	77825	77820
20240112	77820	77829
20240112	77829	77824
20240112	77824	77833
20240112	77833	77828
20240112	77828	77837
20240112	77837	77832
20240112	77832	77841
20240112	77841	77836
20240112	77836	77845
20240112	77845	77840
20240112	77840	77849
20240112	77849	77892
20240112	77892	36513
20240112	36513	
20240112	78600	78634
20240112	78634	78604
20240112	78604	78638
20240112	78638	78608
20240112	78608	78642
20240112	78642	78612
20240112	78612	78646
20240112	78646	78616
20240112	78616	78650
20240112	78650	78620
20240112	78620	78654
20240112	78654	78624
20240112	78624	78658
20240112	78658	78628
20240112	78628	78662
20240112	78662	
20240112	78632	78602
20240112	78602	78636
20240112	78636	78606
20240112	78606	78640
20240112	78640	78610
20240112	78610	78644
20240112	78644	78614
20240112	78614	78648
20240112	78648	78618
20240112	78618	78652
20240112	78652	78622
20240112	78622	78656
20240112	78656	78626
20240112	78626	78660
20240112	78660	78630
20240112	78630	
20240112	88600	87702
20240112	87702	88602
20240112	88602	87704
20240112	87704	88604
20240112	88604	87708
20240112	87708	88606
20240112	88606	87712
20240112	87712	88608
20240112	88608	88638
20240112	88638	87620
20240112	87620	87718
20240112	87718	87624
20240112	87624	87722
20240112	87722	87628
20240112	87628	87726
20240112	87726	87632
20240112	87632	87730
20240112	87730	87636
20240112	87636	87734
20240112	87734	87640
20240112	87640	87738
20240112	87738	87644
20240112	87644	87742
20240112	87742	87648
20240112	87648	87746
20240112	87746	87650
20240112	87650	88654
20240112	88654	87652
20240112	87652	87750
20240112	87750	87654
20240112	87654	88656
20240112	88656	87656
20240112	87656	87754
20240112	87754	87660
20240112	87660	87758
20240112	87758	87664
20240112	87664	87762
20240112	87762	
20240112	87604	88632
20240112	88632	87608
20240112	87608	87706
20240112	87706	87612
20240112	87612	87710
20240112	87710	87616
20240112	87616	87714
20240112	87714	88610
20240112	88610	88640
20240112	88640	88612
20240112	88612	88642
20240112	88642	88614
20240112	88614	88644
20240112	88644	88616
20240112	88616	88646
20240112	88646	88618
20240112	88618	88648
20240112	88648	88620
20240112	88620	88650
20240112	88650	88622
20240112	88622	88652
20240112	88652	88624
20240112	88624	87748
20240112	87748	88626
20240112	88626	87752
20240112	87752	88628
20240112	88628	88658
20240112	88658	88630
20240112	88630	88660
20240112	88660	
20240112	87606	88634
20240112	88634	87614
20240112	87614	88636
20240112	88636	87618
20240112	87618	87716
20240112	87716	87622
20240112	87622	87720
20240112	87720	87626
20240112	87626	87724
20240112	87724	87630
20240112	87630	87728
20240112	87728	87634
20240112	87634	87732
20240112	87732	87638
20240112	87638	87736
20240112	87736	87642
20240112	87642	87740
20240112	87740	87646
20240112	87646	87744
20240112	87744	87658
20240112	87658	87756
20240112	87756	87662
20240112	87662	87760
20240112	87760	
20240112	87610	88662
20240112	88662	
20240112	37602	15826
20240112	15826	15808
20240112	15808	37605
20240112	37605	37616
20240112	37616	15838
20240112	15838	
20240112	37604	15828
20240112	15828	15810
20240112	15810	37607
20240112	37607	37616
20240112	37616	15838
20240112	15838	
20240112	37600	15824
20240112	15824	15812
20240112	15812	37609
20240112	37609	37618
20240112	37618	15840
20240112	15840	
20240112	36908	37612
20240112	37612	15836
20240112	15836	15820
20240112	15820	37619
20240112	37619	
20240112	36908	37612
20240112	37612	15836
20240112	15836	15820
20240112	15820	37619
20240112	37619	
20240112	15804	37601
20240112	37601	37606
20240112	37606	15830
20240112	15830	15814
20240112	15814	37611
20240112	37611	37618
20240112	37618	15840
20240112	15840	
20240112	15806	37603
20240112	37603	37608
20240112	37608	15832
20240112	15832	15818
20240112	15818	37617
20240112	37617	37698
20240112	37698	
20240112	30823	30828
20240112	30828	30831
20240112	30831	30840
20240112	30840	
20240112	30823	30828
20240112	30828	30831
20240112	30831	30840
20240112	30840	
20240112	30834	30839
20240112	30839	30888
20240112	30888	
20240112	30834	30839
20240112	30839	30888
20240112	30888	
20240112	30884	30824
20240112	30824	30829
20240112	30829	30836
20240112	30836	30841
20240112	30841	
20240112	30884	30824
20240112	30824	30829
20240112	30829	30836
20240112	30836	30841
20240112	30841	
20240112	34653	34656
20240112	34656	34663
20240112	34663	34666
20240112	34666	
20240112	34653	34656
20240112	34656	34663
20240112	34663	34666
20240112	34666	
20240112	34652	34657
20240112	34657	34662
20240112	34662	34667
20240112	34667	
20240112	34652	34657
20240112	34657	34662
20240112	34662	34667
20240112	34667	
20240112	34659	34664
20240112	34664	
20240112	34659	34664
20240112	34664	
20240112	34671	36208
20240112	36208	
20240112	34671	36208
20240112	36208	
20240112	34655	34658
20240112	34658	
20240112	34655	34658
20240112	34658	
20240112	34673	34654
20240112	34654	34665
20240112	34665	34670
20240112	34670	
20240112	34673	34654
20240112	34654	34665
20240112	34665	34670
20240112	34670	
20240112	30542	30521
20240112	30521	30524
20240112	30524	30541
20240112	30541	37658
20240112	37658	
20240112	30542	30541
20240112	30541	30541
20240112	30541	37658
20240112	37658	
20240112	30504	30523
20240112	30523	30528
20240112	30528	
20240112	30540	37915
20240112	37915	37852
20240112	37852	30511
20240112	30511	
20240112	30540	30540
20240112	30540	37915
20240112	37915	37852
20240112	37852	30511
20240112	30511	
20240112	30547	30546
20240112	30546	30517
20240112	30517	
20240112	30546	
20240112	30826	30837
20240112	30837	
20240112	30821	30826
20240112	30826	30837
20240112	30837	30844
20240112	30844	
20240112	36534	33851
20240112	33851	33850
20240112	33850	33853
20240112	33853	33852
20240112	33852	33855
20240112	33855	33854
20240112	33854	33857
20240112	33857	33856
20240112	33856	33859
20240112	33859	33858
20240112	33858	36535
20240112	36535	
20240112	33501	33500
20240112	33500	30531
20240112	30531	30530
20240112	30530	30533
20240112	30533	15504
20240112	15504	15505
20240112	15505	15500
20240112	15500	15501
20240112	15501	30532
20240112	30532	
20240112	33505	33504
20240112	33504	33513
20240112	33513	33514
20240112	33514	33519
20240112	33519	33520
20240112	33520	
20240112	33509	33512
20240112	33512	30543
20240112	30543	
20240112	30543	30543
20240112	30543	
20240112	39568	15900
20240112	15900	15066
20240112	15066	36961
20240112	36961	36950
20240112	36950	15078
20240112	15078	15002
20240112	15002	36937
20240112	36937	36952
20240112	36952	15080
20240112	15080	15904
20240112	15904	37626
20240112	37626	
20240112	39568	15900
20240112	15900	15066
20240112	15066	36961
20240112	36961	36950
20240112	36950	15078
20240112	15078	15002
20240112	15002	36937
20240112	36937	36952
20240112	36952	15080
20240112	15080	15904
20240112	15904	37626
20240112	37626	
20240112	36900	36940
20240112	36940	15008
20240112	15008	15068
20240112	15068	36963
20240112	36963	36932
20240112	36932	34604
20240112	34604	15072
20240112	15072	36969
20240112	36969	36994
20240112	36994	15082
20240112	15082	15000
20240112	15000	36935
20240112	36935	36930
20240112	36930	
20240112	36900	36940
20240112	36940	15008
20240112	15008	15068
20240112	15068	36963
20240112	36963	36932
20240112	36932	34604
20240112	34604	15072
20240112	15072	36969
20240112	36969	36994
20240112	36994	15082
20240112	15082	15000
20240112	15000	36935
20240112	36935	36930
20240112	36930	
20240112	37574	15010
20240112	15010	36941
20240112	36941	36946
20240112	36946	15076
20240112	15076	15070
20240112	15070	37665
20240112	37665	37642
20240112	37642	15012
20240112	15012	15092
20240112	15092	37675
20240112	37675	37636
20240112	37636	34608
20240112	34608	
20240112	37574	15010
20240112	15010	36941
20240112	36941	36946
20240112	36946	15076
20240112	15076	15070
20240112	15070	37665
20240112	37665	37642
20240112	37642	15012
20240112	15012	15092
20240112	15092	37675
20240112	37675	37636
20240112	37636	34608
20240112	34608	
20240112	15046	36945
20240112	36945	36920
20240112	36920	36906
20240112	36906	36972
20240112	36972	15096
20240112	15096	15018
20240112	15018	36953
20240112	36953	36964
20240112	36964	15086
20240112	15086	
20240112	15046	36945
20240112	36945	36920
20240112	36920	36906
20240112	36906	36972
20240112	36972	15096
20240112	15096	15018
20240112	15018	36953
20240112	36953	36964
20240112	36964	15086
20240112	15086	
20240112	15060	37647
20240112	37647	36924
20240112	36924	36904
20240112	36904	36980
20240112	36980	15910
20240112	15910	15902
20240112	15902	36977
20240112	36977	36962
20240112	36962	34684
20240112	34684	
20240112	15060	37647
20240112	37647	36924
20240112	36924	36904
20240112	36904	36980
20240112	36980	15910
20240112	15910	15902
20240112	15902	36977
20240112	36977	36962
20240112	36962	34684
20240112	34684	
20240112	15062	36951
20240112	36951	36970
20240112	36970	15094
20240112	15094	15090
20240112	15090	36973
20240112	36973	36992
20240112	36992	15098
20240112	15098	15074
20240112	15074	37671
20240112	37671	36976
20240112	36976	15916
20240112	15916	37575
20240112	37575	
20240112	15062	36951
20240112	36951	36970
20240112	36970	15094
20240112	15094	15090
20240112	15090	36973
20240112	36973	36992
20240112	36992	15098
20240112	15098	15074
20240112	15074	37671
20240112	37671	36976
20240112	36976	15916
20240112	15916	37575
20240112	37575	
20240112	37868	30501
20240112	30501	30506
20240112	30506	30833
20240112	30833	
20240112	30502	
20240112	30502	30503
20240112	30503	30508
20240112	30508	30833
20240112	30833	
20240112	30820	30825
20240112	30825	30832
20240112	30832	
20240112	30820	30825
20240112	30825	30832
20240112	30832	30515
20240112	30515	
20240112	30526	30505
20240112	30505	30510
20240112	30510	30525
20240112	30525	34632
20240112	34632	37997
20240112	37997	
20240112	30549	30548
20240112	30548	30525
20240112	30525	37610
20240112	37610	
20240112	37882	30527
20240112	30527	30522
20240112	30522	
20240112	30520	39563
20240112	39563	39566
20240112	39566	30513
20240112	30513	30514
20240112	30514	
20240112	37882	30527
20240112	30527	30520
20240112	30520	39563
20240112	39563	39566
20240112	39566	30513
20240112	30513	30514
20240112	30514	
20240112	30500	30509
20240112	30509	
20240112	30500	30509
20240112	30509	
20240112	15634	15631
20240112	15631	34622
20240112	34622	34625
20240112	34625	34626
20240112	34626	
20240112	34623	34630
20240112	34630	34635
20240112	34635	34624
20240112	34624	
20240112	30507	30512
20240112	30512	30529
20240112	30529	
20240112	34627	
20240112	37998	15633
20240112	15633	
20240113	37000	27203
20240113	27203	32933
20240113	32933	32942
20240113	32942	27208
20240113	27208	27219
20240113	27219	27119
20240113	27119	27120
20240113	27120	27220
20240113	27220	21651
20240113	21651	21045
20240113	21045	32946
20240113	32946	21674
20240113	21674	27249
20240113	27249	27149
20240113	27149	
20240113	37000	27203
20240113	27203	32933
20240113	32933	32942
20240113	32942	27208
20240113	27208	27219
20240113	27219	27119
20240113	27119	27120
20240113	27120	27220
20240113	27220	21651
20240113	21651	21045
20240113	21045	32946
20240113	32946	21674
20240113	21674	27249
20240113	27249	27149
20240113	27149	
20240113	27205	27105
20240113	27105	27110
20240113	27110	27210
20240113	27210	21631
20240113	21631	21027
20240113	21027	21030
20240113	21030	21646
20240113	21646	27235
20240113	27235	27135
20240113	27135	27136
20240113	27136	27236
20240113	27236	21675
20240113	21675	21069
20240113	21069	37082
20240113	37082	
20240113	27205	27105
20240113	27105	27110
20240113	27110	27210
20240113	27210	21631
20240113	21631	21027
20240113	21027	21030
20240113	21030	21646
20240113	21646	27235
20240113	27235	27135
20240113	27135	27136
20240113	27136	27236
20240113	27236	21675
20240113	21675	21069
20240113	21069	37082
20240113	37082	
20240113	21607	32941
20240113	32941	21020
20240113	21020	21630
20240113	21630	27221
20240113	27221	27121
20240113	27121	27122
20240113	27122	27222
20240113	27222	27237
20240113	27237	32959
20240113	32959	32950
20240113	32950	27238
20240113	27238	37003
20240113	37003	
20240113	21607	32941
20240113	32941	21020
20240113	21020	21630
20240113	21630	27221
20240113	27221	27121
20240113	27121	27122
20240113	27122	27222
20240113	27222	27237
20240113	27237	32959
20240113	32959	32950
20240113	32950	27238
20240113	27238	37003
20240113	37003	
20240113	27209	27109
20240113	27109	27112
20240113	27112	27212
20240113	27212	21633
20240113	21633	21029
20240113	21029	21032
20240113	21032	21652
20240113	21652	27239
20240113	27239	27139
20240113	27139	27140
20240113	27140	27240
20240113	27240	21677
20240113	21677	
20240113	27209	27109
20240113	27109	27112
20240113	27112	27212
20240113	27212	21633
20240113	21633	21029
20240113	21029	21032
20240113	21032	21652
20240113	21652	27239
20240113	27239	27139
20240113	27139	27140
20240113	27140	27240
20240113	27240	21677
20240113	21677	
20240113	21604	21613
20240113	21613	27111
20240113	27111	27144
20240113	27144	
20240113	37074	21612
20240113	21612	27213
20240113	27213	27113
20240113	27113	27114
20240113	27114	27214
20240113	27214	27225
20240113	27225	32951
20240113	32951	21036
20240113	21036	27226
20240113	27226	27243
20240113	27243	27143
20240113	27143	27142
20240113	27142	27242
20240113	27242	
20240113	37074	21612
20240113	21612	27213
20240113	27213	27113
20240113	27113	27114
20240113	27114	27214
20240113	27214	27225
20240113	27225	32951
20240113	32951	21036
20240113	21036	27226
20240113	27226	27243
20240113	27243	27143
20240113	27143	27142
20240113	27142	27242
20240113	27242	
20240113	21800	21619
20240113	21619	32945
20240113	32945	21024
20240113	21024	21634
20240113	21634	27227
20240113	27227	27127
20240113	27127	27128
20240113	27128	27228
20240113	27228	21665
20240113	21665	32965
20240113	32965	21054
20240113	21054	21678
20240113	21678	
20240113	21800	21619
20240113	21619	32945
20240113	32945	21024
20240113	21024	21634
20240113	21634	27227
20240113	27227	27127
20240113	27127	27128
20240113	27128	27228
20240113	27228	21665
20240113	21665	32965
20240113	32965	21054
20240113	21054	21678
20240113	21678	
20240113	27102	27202
20240113	27202	21627
20240113	21627	32947
20240113	32947	21026
20240113	21026	21636
20240113	21636	27231
20240113	27231	27131
20240113	27131	27130
20240113	27130	27230
20240113	27230	21671
20240113	21671	32967
20240113	32967	
20240113	27102	27202
20240113	27202	21627
20240113	21627	32947
20240113	32947	21026
20240113	21026	21636
20240113	21636	27231
20240113	27231	27131
20240113	27131	27130
20240113	27130	27230
20240113	27230	21671
20240113	21671	32967
20240113	32967	
20240113	27106	27206
20240113	27206	21629
20240113	21629	32949
20240113	32949	21028
20240113	21028	21640
20240113	21640	27233
20240113	27233	27133
20240113	27133	27132
20240113	27132	27232
20240113	27232	21673
20240113	21673	32969
20240113	32969	
20240113	27106	27206
20240113	27206	21629
20240113	21629	32949
20240113	32949	21028
20240113	21028	21640
20240113	21640	27233
20240113	27233	27133
20240113	27133	27132
20240113	27132	27232
20240113	27232	21673
20240113	21673	32969
20240113	32969	
20240113	21017	21022
20240113	21022	21632
20240113	21632	27223
20240113	27223	27123
20240113	27123	27124
20240113	27124	27224
20240113	27224	27241
20240113	27241	32963
20240113	32963	21052
20240113	21052	21676
20240113	21676	
20240113	21017	21022
20240113	21022	21632
20240113	21632	27223
20240113	27223	27123
20240113	27123	27124
20240113	27124	27224
20240113	27224	27241
20240113	27241	32963
20240113	32963	21052
20240113	21052	21676
20240113	21676	
20240113	32932	27200
20240113	27200	27215
20240113	27215	27115
20240113	27115	27116
20240113	27116	27216
20240113	27216	21641
20240113	21641	32955
20240113	32955	21038
20240113	21038	21662
20240113	21662	27245
20240113	27245	27145
20240113	27145	27146
20240113	27146	27244
20240113	27244	37001
20240113	37001	
20240113	32932	27200
20240113	27200	27215
20240113	27215	27115
20240113	27115	27116
20240113	27116	27216
20240113	27216	21641
20240113	21641	32955
20240113	32955	21038
20240113	21038	21662
20240113	21662	27245
20240113	27245	27145
20240113	27145	27146
20240113	27146	27244
20240113	27244	37001
20240113	37001	
20240113	21704	35233
20240113	35233	36117
20240113	36117	35823
20240113	35823	21128
20240113	21128	36041
20240113	36041	35256
20240113	35256	35269
20240113	35269	36153
20240113	36153	35859
20240113	35859	21164
20240113	21164	
20240113	21704	35233
20240113	35233	36117
20240113	36117	35823
20240113	35823	21128
20240113	21128	36041
20240113	36041	35256
20240113	35256	35269
20240113	35269	36153
20240113	36153	35859
20240113	35859	21164
20240113	21164	
20240113	37081	32930
20240113	32930	21616
20240113	21616	35231
20240113	35231	36115
20240113	36115	36025
20240113	36025	35240
20240113	35240	35253
20240113	35253	36137
20240113	36137	35843
20240113	35843	21148
20240113	21148	36061
20240113	36061	35276
20240113	35276	35289
20240113	35289	
20240113	37081	32930
20240113	32930	21616
20240113	21616	35231
20240113	35231	36115
20240113	36115	36025
20240113	36025	35240
20240113	35240	35253
20240113	35253	36137
20240113	36137	35843
20240113	35843	21148
20240113	21148	36061
20240113	36061	35276
20240113	35276	35289
20240113	35289	
20240113	37087	37080
20240113	37080	
20240113	32936	32802
20240113	32802	27217
20240113	27217	27117
20240113	27117	27118
20240113	27118	27218
20240113	27218	21647
20240113	21647	21041
20240113	21041	21040
20240113	21040	21668
20240113	21668	27247
20240113	27247	27147
20240113	27147	
20240113	32936	32802
20240113	32802	27217
20240113	27217	27117
20240113	27117	27118
20240113	27118	27218
20240113	27218	21647
20240113	21647	21041
20240113	21041	21040
20240113	21040	21668
20240113	21668	27247
20240113	27247	27147
20240113	27147	
20240113	39026	27801
20240113	27801	36011
20240113	36011	35222
20240113	35222	21723
20240113	21723	36123
20240113	36123	35829
20240113	35829	21134
20240113	21134	36047
20240113	36047	35262
20240113	35262	35275
20240113	35275	36159
20240113	36159	27969
20240113	27969	21768
20240113	21768	
20240113	39026	27801
20240113	27801	36011
20240113	36011	35222
20240113	35222	21723
20240113	21723	36123
20240113	36123	35829
20240113	35829	21134
20240113	21134	36047
20240113	36047	35262
20240113	35262	35275
20240113	35275	36159
20240113	36159	27969
20240113	27969	21768
20240113	21768	
20240113	21711	27811
20240113	27811	36021
20240113	36021	35236
20240113	35236	35249
20240113	35249	36133
20240113	36133	35839
20240113	35839	21144
20240113	21144	36057
20240113	36057	35272
20240113	35272	35285
20240113	35285	36169
20240113	36169	27979
20240113	27979	37021
20240113	37021	
20240113	21711	27811
20240113	27811	36021
20240113	36021	35236
20240113	35236	35249
20240113	35249	36133
20240113	36133	35839
20240113	35839	21144
20240113	21144	36057
20240113	36057	35272
20240113	35272	35285
20240113	35285	36169
20240113	36169	27979
20240113	27979	37021
20240113	37021	
20240113	21700	21713
20240113	21713	27813
20240113	27813	36023
20240113	36023	35238
20240113	35238	35251
20240113	35251	36135
20240113	36135	21241
20240113	21241	21146
20240113	21146	36059
20240113	36059	35274
20240113	35274	35287
20240113	35287	36171
20240113	36171	
20240113	21700	21713
20240113	21713	27813
20240113	27813	36023
20240113	36023	35238
20240113	35238	35251
20240113	35251	36135
20240113	36135	21241
20240113	21241	21146
20240113	21146	36059
20240113	36059	35274
20240113	35274	35287
20240113	35287	36171
20240113	36171	
20240113	27799	27909
20240113	27909	35220
20240113	35220	35237
20240113	35237	36121
20240113	36121	35827
20240113	35827	21132
20240113	21132	36045
20240113	36045	35260
20240113	35260	35273
20240113	35273	36157
20240113	36157	
20240113	27799	27909
20240113	27909	35220
20240113	35220	35237
20240113	35237	36121
20240113	36121	35827
20240113	35827	21132
20240113	21132	36045
20240113	36045	35260
20240113	35260	35273
20240113	35273	36157
20240113	36157	
20240113	21705	27805
20240113	27805	36015
20240113	36015	35230
20240113	35230	35243
20240113	35243	36127
20240113	36127	35833
20240113	35833	21138
20240113	21138	36051
20240113	36051	35266
20240113	35266	35279
20240113	35279	36163
20240113	36163	27973
20240113	27973	21772
20240113	21772	37067
20240113	37067	
20240113	21705	27805
20240113	27805	36015
20240113	36015	35230
20240113	35230	35243
20240113	35243	36127
20240113	36127	35833
20240113	35833	21138
20240113	21138	36051
20240113	36051	35266
20240113	35266	35279
20240113	35279	36163
20240113	36163	27973
20240113	27973	21772
20240113	21772	37067
20240113	37067	
20240113	21709	27809
20240113	27809	36019
20240113	36019	35234
20240113	35234	35247
20240113	35247	36131
20240113	36131	35837
20240113	35837	21142
20240113	21142	36055
20240113	36055	35270
20240113	35270	35283
20240113	35283	36167
20240113	36167	27977
20240113	27977	
20240113	21709	27809
20240113	27809	36019
20240113	36019	35234
20240113	35234	35247
20240113	35247	36131
20240113	36131	35837
20240113	35837	21142
20240113	21142	36055
20240113	36055	35270
20240113	35270	35283
20240113	35283	36167
20240113	36167	27977
20240113	27977	
20240113	21702	21505
20240113	21505	
20240113	21702	21505
20240113	21505	
20240113	37020	27797
20240113	27797	36007
20240113	36007	35218
20240113	35218	35235
20240113	35235	36119
20240113	36119	35825
20240113	35825	21130
20240113	21130	36043
20240113	36043	35258
20240113	35258	35271
20240113	35271	36155
20240113	36155	35861
20240113	35861	21166
20240113	21166	
20240113	37020	27797
20240113	27797	36007
20240113	36007	35218
20240113	35218	35235
20240113	35235	36119
20240113	36119	35825
20240113	35825	21130
20240113	21130	36043
20240113	36043	35258
20240113	35258	35271
20240113	35271	36155
20240113	36155	35861
20240113	35861	21166
20240113	21166	
20240113	21707	27807
20240113	27807	36017
20240113	36017	35232
20240113	35232	35245
20240113	35245	36129
20240113	36129	21235
20240113	21235	21140
20240113	21140	36053
20240113	36053	35268
20240113	35268	35281
20240113	35281	36165
20240113	36165	27975
20240113	27975	
20240113	21707	27807
20240113	27807	36017
20240113	36017	35232
20240113	35232	35245
20240113	35245	36129
20240113	36129	21235
20240113	21235	21140
20240113	21140	36053
20240113	36053	35268
20240113	35268	35281
20240113	35281	36165
20240113	36165	27975
20240113	27975	
20240113	37072	37024
20240113	37024	27803
20240113	27803	36013
20240113	36013	35224
20240113	35224	35241
20240113	35241	36125
20240113	36125	35831
20240113	35831	21136
20240113	21136	36049
20240113	36049	35264
20240113	35264	35277
20240113	35277	36161
20240113	36161	27971
20240113	27971	21770
20240113	21770	
20240113	37072	37024
20240113	37024	27803
20240113	27803	36013
20240113	36013	35224
20240113	35224	35241
20240113	35241	36125
20240113	36125	35831
20240113	35831	21136
20240113	21136	36049
20240113	36049	35264
20240113	35264	35277
20240113	35277	36161
20240113	36161	27971
20240113	27971	21770
20240113	21770	
20240113	37090	21102
20240113	21102	21209
20240113	21209	21114
20240113	21114	35821
20240113	35821	21126
20240113	21126	36039
20240113	36039	35254
20240113	35254	35267
20240113	35267	36151
20240113	36151	21257
20240113	21257	21162
20240113	21162	35869
20240113	35869	
20240113	37090	21102
20240113	21102	21209
20240113	21209	21114
20240113	21114	35821
20240113	35821	21126
20240113	21126	36039
20240113	36039	35254
20240113	35254	35267
20240113	35267	36151
20240113	36151	21257
20240113	21257	21162
20240113	21162	35869
20240113	35869	
20240113	21106	35813
20240113	35813	21118
20240113	21118	36031
20240113	36031	35246
20240113	35246	35259
20240113	35259	36143
20240113	36143	35849
20240113	35849	21154
20240113	21154	36067
20240113	36067	35282
20240113	35282	
20240113	21106	35813
20240113	35813	21118
20240113	21118	36031
20240113	36031	35246
20240113	35246	35259
20240113	35259	36143
20240113	36143	35849
20240113	35849	21154
20240113	21154	36067
20240113	36067	35282
20240113	35282	
20240113	21104	35811
20240113	35811	21116
20240113	21116	36029
20240113	36029	35244
20240113	35244	35257
20240113	35257	36141
20240113	36141	35847
20240113	35847	21152
20240113	21152	36065
20240113	36065	35280
20240113	35280	
20240113	21104	35811
20240113	35811	21116
20240113	21116	36029
20240113	36029	35244
20240113	35244	35257
20240113	35257	36141
20240113	36141	35847
20240113	35847	21152
20240113	21152	36065
20240113	36065	35280
20240113	35280	
20240113	35803	21108
20240113	21108	35815
20240113	35815	21120
20240113	21120	36033
20240113	36033	35248
20240113	35248	35261
20240113	35261	36145
20240113	36145	35851
20240113	35851	21156
20240113	21156	35863
20240113	35863	21168
20240113	21168	39013
20240113	39013	
20240113	35803	21108
20240113	21108	35815
20240113	35815	21120
20240113	21120	36033
20240113	36033	35248
20240113	35248	35261
20240113	35261	36145
20240113	36145	35851
20240113	35851	21156
20240113	21156	35863
20240113	35863	21168
20240113	21168	39013
20240113	39013	
20240113	21100	35807
20240113	35807	21112
20240113	21112	35819
20240113	35819	21124
20240113	21124	36037
20240113	36037	35252
20240113	35252	35265
20240113	35265	36149
20240113	36149	21255
20240113	21255	21160
20240113	21160	35867
20240113	35867	
20240113	21100	35807
20240113	35807	21112
20240113	21112	35819
20240113	35819	21124
20240113	21124	36037
20240113	36037	35252
20240113	35252	35265
20240113	35265	36149
20240113	36149	21255
20240113	21255	21160
20240113	21160	35867
20240113	35867	
20240113	35805	21110
20240113	21110	35817
20240113	35817	21122
20240113	21122	36035
20240113	36035	35250
20240113	35250	35263
20240113	35263	36147
20240113	36147	35853
20240113	35853	21158
20240113	21158	35865
20240113	35865	21170
20240113	21170	
20240113	35805	21110
20240113	21110	35817
20240113	35817	21122
20240113	21122	36035
20240113	36035	35250
20240113	35250	35263
20240113	35263	36147
20240113	36147	35853
20240113	35853	21158
20240113	21158	35865
20240113	35865	21170
20240113	21170	
20240113	36027	35242
20240113	35242	35255
20240113	35255	36139
20240113	36139	35845
20240113	35845	21150
20240113	21150	36063
20240113	36063	35278
20240113	35278	
20240113	36027	35242
20240113	35242	35255
20240113	35255	36139
20240113	36139	35845
20240113	35845	21150
20240113	21150	36063
20240113	36063	35278
20240113	35278	
20240113	20001	20008
20240113	20008	20011
20240113	20011	20022
20240113	20022	20035
20240113	20035	20042
20240113	20042	20053
20240113	20053	20054
20240113	20054	20155
20240113	20155	20064
20240113	20064	20165
20240113	20165	20152
20240113	20152	20085
20240113	20085	
20240113	37040	20105
20240113	20105	20102
20240113	20102	35915
20240113	35915	20038
20240113	20038	20047
20240113	20047	20048
20240113	20048	20059
20240113	20059	20060
20240113	20060	20163
20240113	20163	20148
20240113	20148	20081
20240113	20081	20084
20240113	20084	
20240113	20113	20110
20240113	20110	20023
20240113	20023	20028
20240113	20028	20127
20240113	20127	20126
20240113	20126	20041
20240113	20041	20044
20240113	20044	20145
20240113	20145	20138
20240113	20138	20063
20240113	20063	20066
20240113	20066	20167
20240113	20167	20154
20240113	20154	37041
20240113	37041	
20240113	20045	20046
20240113	20046	20055
20240113	20055	20058
20240113	20058	20067
20240113	20067	20070
20240113	20070	
20240113	20000	20003
20240113	20003	20012
20240113	20012	20019
20240113	20019	20024
20240113	20024	20125
20240113	20125	20124
20240113	20124	20031
