Fecha	T.ida	T.vuelta
20240113	25446	28454
20240113	28454	25456
20240113	25456	28482
20240113	28482	25470
20240113	25470	
20240113	78205	78124
20240113	78124	78135
20240113	78135	78134
20240113	78134	78219
20240113	78219	78222
20240113	78222	78229
20240113	78229	78232
20240113	78232	78239
20240113	78239	78242
20240113	78242	78247
20240113	78247	
20240113	78205	78124
20240113	78124	78135
20240113	78135	78134
20240113	78134	78219
20240113	78219	78222
20240113	78222	78229
20240113	78229	78232
20240113	78232	78239
20240113	78239	78242
20240113	78242	78247
20240113	78247	
20240113	78102	78195
20240113	78195	
20240113	36273	78006
20240113	78006	78201
20240113	78201	78206
20240113	78206	78211
20240113	78211	78130
20240113	78130	78141
20240113	78141	78140
20240113	78140	78225
20240113	78225	78228
20240113	78228	78235
20240113	78235	78238
20240113	78238	78243
20240113	78243	78248
20240113	78248	78093
20240113	78093	
20240113	78114	78207
20240113	78207	78126
20240113	78126	78137
20240113	78137	78136
20240113	78136	78221
20240113	78221	78224
20240113	78224	78231
20240113	78231	78234
20240113	78234	78075
20240113	78075	78094
20240113	78094	
20240113	25502	25509
20240113	25509	25514
20240113	25514	28287
20240113	28287	28292
20240113	28292	28297
20240113	28297	28364
20240113	28364	25545
20240113	25545	25550
20240113	25550	28385
20240113	28385	28388
20240113	28388	37977
20240113	37977	
20240113	25502	25509
20240113	25509	25514
20240113	25514	28287
20240113	28287	28292
20240113	28292	28297
20240113	28297	28364
20240113	28364	25545
20240113	25545	25550
20240113	25550	28385
20240113	28385	
20240113	25504	25515
20240113	25515	25520
20240113	25520	28293
20240113	28293	28298
20240113	28298	28365
20240113	28365	28370
20240113	28370	25551
20240113	25551	25556
20240113	25556	31591
20240113	31591	31567
20240113	31567	
20240113	25504	25515
20240113	25515	25520
20240113	25520	28293
20240113	28293	28298
20240113	28298	28365
20240113	28365	28370
20240113	28370	25551
20240113	25551	25556
20240113	25556	31591
20240113	31591	
20240113	25400	28410
20240113	28410	25412
20240113	25412	28424
20240113	28424	25426
20240113	25426	28434
20240113	28434	25436
20240113	25436	28448
20240113	28448	25450
20240113	25450	28458
20240113	28458	25460
20240113	25460	28490
20240113	28490	39506
20240113	39506	
20240113	25400	28410
20240113	28410	25412
20240113	25412	28424
20240113	28424	25426
20240113	25426	28434
20240113	28434	25436
20240113	25436	28448
20240113	28448	25450
20240113	25450	28458
20240113	28458	25460
20240113	25460	28490
20240113	28490	39506
20240113	39506	
20240113	28263	28268
20240113	28268	28273
20240113	28273	28278
20240113	28278	25521
20240113	25521	25526
20240113	25526	28299
20240113	28299	28366
20240113	28366	28371
20240113	28371	28376
20240113	28376	25557
20240113	25557	
20240113	28263	28268
20240113	28268	28273
20240113	28273	28278
20240113	28278	25521
20240113	25521	25526
20240113	25526	28299
20240113	28299	28366
20240113	28366	28371
20240113	28371	28376
20240113	28376	25557
20240113	25557	
20240113	25503	25508
20240113	25508	28279
20240113	28279	28284
20240113	28284	25527
20240113	25527	25532
20240113	25532	28367
20240113	28367	28372
20240113	28372	28377
20240113	28377	28382
20240113	28382	25563
20240113	25563	
20240113	25503	25508
20240113	25508	28279
20240113	28279	28284
20240113	28284	25527
20240113	25527	25532
20240113	25532	28367
20240113	28367	28372
20240113	28372	28377
20240113	28377	28382
20240113	28382	28393
20240113	28393	39508
20240113	39508	
20240113	37862	25507
20240113	25507	25512
20240113	25512	25523
20240113	25523	25528
20240113	25528	
20240113	37862	25507
20240113	25507	25512
20240113	25512	25523
20240113	25523	25528
20240113	25528	
20240113	31560	25402
20240113	25402	28460
20240113	28460	25462
20240113	25462	
20240113	31560	25402
20240113	25402	28460
20240113	28460	25462
20240113	25462	
20240113	28402	25404
20240113	25404	28416
20240113	28416	25418
20240113	25418	28426
20240113	28426	25428
20240113	25428	28440
20240113	28440	25442
20240113	25442	28450
20240113	28450	25452
20240113	25452	28484
20240113	28484	25472
20240113	25472	
20240113	28402	25404
20240113	25404	28416
20240113	28416	25418
20240113	25418	28426
20240113	28426	25428
20240113	25428	28440
20240113	28440	25442
20240113	25442	28450
20240113	28450	25452
20240113	25452	28484
20240113	28484	25472
20240113	25472	
20240113	28404	25406
20240113	25406	28480
20240113	28480	25468
20240113	25468	
20240113	28404	25406
20240113	25406	28480
20240113	28480	25468
20240113	25468	
20240113	28406	25408
20240113	25408	28420
20240113	28420	25422
20240113	25422	28430
20240113	28430	25432
20240113	25432	28444
20240113	28444	25446
20240113	25446	28454
20240113	28454	25456
20240113	25456	28482
20240113	28482	25470
20240113	25470	
20240113	28412	25414
20240113	25414	28422
20240113	28422	25424
20240113	25424	28436
20240113	28436	25438
20240113	25438	28446
20240113	28446	25448
20240113	25448	28464
20240113	28464	25466
20240113	25466	
20240113	28412	25414
20240113	25414	28422
20240113	28422	25424
20240113	25424	28436
20240113	28436	25438
20240113	25438	28446
20240113	28446	25448
20240113	25448	28464
20240113	28464	25466
20240113	25466	
20240113	28408	25410
20240113	25410	28418
20240113	28418	25420
20240113	25420	28432
20240113	28432	25434
20240113	25434	28442
20240113	28442	25444
20240113	25444	28456
20240113	28456	25458
20240113	25458	
20240113	28408	25410
20240113	25410	28418
20240113	28418	25420
20240113	25420	28432
20240113	28432	25434
20240113	25434	28442
20240113	28442	25444
20240113	25444	28456
20240113	28456	25458
20240113	25458	
20240113	28414	25416
20240113	25416	28428
20240113	28428	25430
20240113	25430	28438
20240113	28438	25440
20240113	25440	28452
20240113	28452	25454
20240113	25454	28462
20240113	28462	25464
20240113	25464	
20240113	28414	25416
20240113	25416	28428
20240113	28428	25430
20240113	25430	28438
20240113	28438	25440
20240113	25440	28452
20240113	28452	25454
20240113	25454	28462
20240113	28462	25464
20240113	25464	
20240113	78305	78304
20240113	78304	78313
20240113	78313	78312
20240113	78312	78321
20240113	78321	78320
20240113	78320	78329
20240113	78329	78328
20240113	78328	78337
20240113	78337	78336
20240113	78336	78345
20240113	78345	78344
20240113	78344	78353
20240113	78353	78352
20240113	78352	78361
20240113	78361	78360
20240113	78360	78369
20240113	78369	78368
20240113	78368	
20240113	78307	78306
20240113	78306	78315
20240113	78315	78314
20240113	78314	78323
20240113	78323	78322
20240113	78322	78331
20240113	78331	78330
20240113	78330	78339
20240113	78339	78338
20240113	78338	78347
20240113	78347	78346
20240113	78346	78355
20240113	78355	78354
20240113	78354	78363
20240113	78363	78362
20240113	78362	78371
20240113	78371	78370
20240113	78370	
20240113	78309	78308
20240113	78308	78317
20240113	78317	78316
20240113	78316	78325
20240113	78325	78324
20240113	78324	78333
20240113	78333	78332
20240113	78332	78341
20240113	78341	78340
20240113	78340	78349
20240113	78349	78348
20240113	78348	78357
20240113	78357	78356
20240113	78356	78365
20240113	78365	78364
20240113	78364	78373
20240113	78373	78372
20240113	78372	
20240113	78311	78310
20240113	78310	78319
20240113	78319	78318
20240113	78318	78327
20240113	78327	78326
20240113	78326	78335
20240113	78335	78334
20240113	78334	78343
20240113	78343	78342
20240113	78342	78351
20240113	78351	78350
20240113	78350	78359
20240113	78359	78358
20240113	78358	78367
20240113	78367	78366
20240113	78366	
20240113	36274	77801
20240113	77801	77800
20240113	77800	77805
20240113	77805	77804
20240113	77804	77809
20240113	77809	77808
20240113	77808	77813
20240113	77813	77812
20240113	77812	77817
20240113	77817	77816
20240113	77816	77825
20240113	77825	77820
20240113	77820	77829
20240113	77829	77824
20240113	77824	77833
20240113	77833	77828
20240113	77828	77837
20240113	77837	77832
20240113	77832	77841
20240113	77841	77836
20240113	77836	77845
20240113	77845	77840
20240113	77840	77849
20240113	77849	77844
20240113	77844	77853
20240113	77853	77848
20240113	77848	77857
20240113	77857	77852
20240113	77852	77861
20240113	77861	77856
20240113	77856	77865
20240113	77865	77860
20240113	77860	77869
20240113	77869	36292
20240113	36292	
20240113	78600	78634
20240113	78634	78604
20240113	78604	78638
20240113	78638	78608
20240113	78608	78642
20240113	78642	78612
20240113	78612	78646
20240113	78646	78616
20240113	78616	78650
20240113	78650	78620
20240113	78620	78654
20240113	78654	78624
20240113	78624	78658
20240113	78658	78628
20240113	78628	78662
20240113	78662	
20240113	78632	78602
20240113	78602	78636
20240113	78636	78606
20240113	78606	78640
20240113	78640	78610
20240113	78610	78644
20240113	78644	78614
20240113	78614	78648
20240113	78648	78618
20240113	78618	78652
20240113	78652	78622
20240113	78622	78656
20240113	78656	78626
20240113	78626	78660
20240113	78660	78630
20240113	78630	
20240113	88600	88632
20240113	88632	88604
20240113	88604	88636
20240113	88636	87616
20240113	87616	87714
20240113	87714	87620
20240113	87620	88640
20240113	88640	88612
20240113	88612	88642
20240113	88642	88614
20240113	88614	88644
20240113	88644	88616
20240113	88616	88646
20240113	88646	88618
20240113	88618	88648
20240113	88648	88620
20240113	88620	88650
20240113	88650	87644
20240113	87644	87742
20240113	87742	87648
20240113	87648	87746
20240113	87746	87650
20240113	87650	88654
20240113	88654	87652
20240113	87652	87750
20240113	87750	87654
20240113	87654	88656
20240113	88656	87656
20240113	87656	87754
20240113	87754	87660
20240113	87660	88660
20240113	88660	
20240113	88602	88634
20240113	88634	87612
20240113	87612	87712
20240113	87712	88608
20240113	88608	88638
20240113	88638	88610
20240113	88610	87740
20240113	87740	88622
20240113	88622	88652
20240113	88652	88624
20240113	88624	87748
20240113	87748	88626
20240113	88626	87752
20240113	87752	88628
20240113	88628	88658
20240113	88658	88630
20240113	88630	88662
20240113	88662	
20240113	88606	87716
20240113	87716	87646
20240113	87646	87744
20240113	87744	87658
20240113	87658	87756
20240113	87756	
20240113	87614	
20240113	87618	
20240113	37666	15834
20240113	15834	15808
20240113	15808	37605
20240113	37605	37612
20240113	37612	15836
20240113	15836	
20240113	37620	15842
20240113	15842	15810
20240113	15810	37607
20240113	37607	37616
20240113	37616	15838
20240113	15838	15822
20240113	15822	37623
20240113	37623	
20240113	37620	15842
20240113	15842	15810
20240113	15810	37607
20240113	37607	37616
20240113	37616	15838
20240113	15838	15822
20240113	15822	37623
20240113	37623	
20240113	15804	37601
20240113	37601	37630
20240113	37630	15844
20240113	15844	15812
20240113	15812	37609
20240113	37609	37618
20240113	37618	15840
20240113	15840	
20240113	15804	37601
20240113	37601	37630
20240113	37630	15844
20240113	15844	15812
20240113	15812	37609
20240113	37609	37618
20240113	37618	15840
20240113	15840	
20240113	15806	37603
20240113	37603	37632
20240113	37632	15846
20240113	15846	15816
20240113	15816	36953
20240113	36953	
20240113	15806	37603
20240113	37603	37632
20240113	37632	15846
20240113	15846	15850
20240113	15850	36935
20240113	36935	
20240113	30884	30824
20240113	30824	30829
20240113	30829	30836
20240113	30836	30841
20240113	30841	
20240113	30884	30824
20240113	30824	30829
20240113	30829	30836
20240113	30836	30841
20240113	30841	
20240113	30826	30831
20240113	30831	30840
20240113	30840	39593
20240113	39593	
20240113	30826	30831
20240113	30831	30840
20240113	30840	39593
20240113	39593	
20240113	30823	30830
20240113	30830	30513
20240113	30513	30514
20240113	30514	
20240113	30823	30830
20240113	30830	30513
20240113	30513	30514
20240113	30514	
20240113	30827	30834
20240113	30834	30839
20240113	30839	30888
20240113	30888	
20240113	30827	30834
20240113	30834	30839
20240113	30839	30888
20240113	30888	
20240113	37666	15834
20240113	15834	15808
20240113	15808	37605
20240113	37605	37612
20240113	37612	15836
20240113	15836	
20240113	30821	30844
20240113	30844	
20240113	30821	30844
20240113	30844	
20240113	30542	30547
20240113	30547	30546
20240113	30546	
20240113	30542	30542
20240113	30542	30543
20240113	30543	
20240113	30540	30837
20240113	30837	
20240113	30540	30540
20240113	30540	30837
20240113	30837	
20240113	33505	33504
20240113	33504	33509
20240113	33509	33512
20240113	33512	
20240113	30502	
20240113	30502	33513
20240113	33513	33514
20240113	33514	33519
20240113	33519	33520
20240113	33520	
20240113	30822	33513
20240113	33513	33514
20240113	33514	33519
20240113	33519	33520
20240113	33520	
20240113	33851	33850
20240113	33850	33853
20240113	33853	33852
20240113	33852	33855
20240113	33855	33854
20240113	33854	33857
20240113	33857	33856
20240113	33856	33859
20240113	33859	33858
20240113	33858	
20240113	30531	30530
20240113	30530	30533
20240113	30533	15504
20240113	15504	15505
20240113	15505	15500
20240113	15500	15501
20240113	15501	30532
20240113	30532	
20240113	36902	36986
20240113	36986	15056
20240113	15056	15070
20240113	15070	37665
20240113	37665	36974
20240113	36974	15098
20240113	15098	15074
20240113	15074	37671
20240113	37671	36984
20240113	36984	15916
20240113	15916	
20240113	36902	36986
20240113	36986	15056
20240113	15056	15070
20240113	15070	37665
20240113	37665	36974
20240113	36974	15098
20240113	15098	15074
20240113	15074	37671
20240113	37671	36984
20240113	36984	15916
20240113	15916	
20240113	15046	36945
20240113	36945	36922
20240113	36922	
20240113	15046	36945
20240113	36945	36922
20240113	36922	
20240113	15060	37647
20240113	37647	36978
20240113	36978	15908
20240113	15908	15090
20240113	15090	36973
20240113	36973	36954
20240113	36954	15922
20240113	15922	
20240113	15060	37647
20240113	37647	36978
20240113	36978	15908
20240113	15908	15090
20240113	15090	36973
20240113	36973	36954
20240113	36954	15922
20240113	15922	
20240113	15066	36961
20240113	36961	36950
20240113	36950	15078
20240113	15078	15072
20240113	15072	36969
20240113	36969	36968
20240113	36968	15088
20240113	15088	
20240113	15066	36961
20240113	36961	36950
20240113	36950	15078
20240113	15078	15072
20240113	15072	36969
20240113	36969	36968
20240113	36968	15088
20240113	15088	
20240113	15068	36963
20240113	36963	36972
20240113	36972	15096
20240113	15096	15092
20240113	15092	37696
20240113	37696	
20240113	15068	36963
20240113	36963	36972
20240113	36972	15096
20240113	15096	15092
20240113	15092	37696
20240113	37696	
20240113	37868	30501
20240113	30501	30506
20240113	30506	30541
20240113	30541	
20240113	30503	30508
20240113	30508	30541
20240113	30541	
20240113	30828	30835
20240113	30835	
20240113	30828	30835
20240113	30835	
20240113	30527	30522
20240113	30522	30525
20240113	30525	34632
20240113	34632	37997
20240113	37997	
20240113	30526	30521
20240113	30521	30524
20240113	30524	30517
20240113	30517	39520
20240113	39520	
20240113	30520	30521
20240113	30521	30521
20240113	30521	30524
20240113	30524	30524
20240113	30524	
20240113	30549	30548
20240113	30548	30529
20240113	30529	
20240113	30500	30505
20240113	30505	30512
20240113	30512	
20240113	30500	30523
20240113	30523	30528
20240113	30528	
20240113	37996	15631
20240113	15631	34622
20240113	34622	34625
20240113	34625	34626
20240113	34626	
20240113	34623	34630
20240113	34630	34635
20240113	34635	34624
20240113	34624	
20240113	34627	
20240114	37000	27203
20240114	27203	32933
20240114	32933	32942
20240114	32942	27208
20240114	27208	27219
20240114	27219	27119
20240114	27119	27120
20240114	27120	27220
20240114	27220	21651
20240114	21651	21045
20240114	21045	32946
20240114	32946	21674
20240114	21674	27249
20240114	27249	27149
20240114	27149	
20240114	37000	27203
20240114	27203	32933
20240114	32933	32942
20240114	32942	27208
20240114	27208	27219
20240114	27219	27119
20240114	27119	27120
20240114	27120	27220
20240114	27220	21651
20240114	21651	21045
20240114	21045	32946
20240114	32946	21674
20240114	21674	27249
20240114	27249	27149
20240114	27149	
20240114	27205	27105
20240114	27105	27110
20240114	27110	27210
20240114	27210	21631
20240114	21631	21027
20240114	21027	21030
20240114	21030	21646
20240114	21646	27235
20240114	27235	27135
20240114	27135	27136
20240114	27136	27236
20240114	27236	21675
20240114	21675	21069
20240114	21069	37082
20240114	37082	
20240114	27205	27105
20240114	27105	27110
20240114	27110	27210
20240114	27210	21631
20240114	21631	21027
20240114	21027	21030
20240114	21030	21646
20240114	21646	27235
20240114	27235	27135
20240114	27135	27136
20240114	27136	27236
20240114	27236	21675
20240114	21675	21069
20240114	21069	37082
20240114	37082	
20240114	21607	32941
20240114	32941	21020
20240114	21020	21630
20240114	21630	27221
20240114	27221	27121
20240114	27121	27122
20240114	27122	27222
20240114	27222	27237
20240114	27237	32959
20240114	32959	32950
20240114	32950	27238
20240114	27238	37003
20240114	37003	
20240114	21607	32941
20240114	32941	21020
20240114	21020	21630
20240114	21630	27221
20240114	27221	27121
20240114	27121	27122
20240114	27122	27222
20240114	27222	27237
20240114	27237	32959
20240114	32959	32950
20240114	32950	27238
20240114	27238	37003
20240114	37003	
20240114	27209	27109
20240114	27109	27112
20240114	27112	27212
20240114	27212	21633
20240114	21633	21029
20240114	21029	21032
20240114	21032	21652
20240114	21652	27239
20240114	27239	27139
20240114	27139	27140
20240114	27140	27240
20240114	27240	21677
20240114	21677	
20240114	27209	27109
20240114	27109	27112
20240114	27112	27212
20240114	27212	21633
20240114	21633	21029
20240114	21029	21032
20240114	21032	21652
20240114	21652	27239
20240114	27239	27139
20240114	27139	27140
20240114	27140	27240
20240114	27240	21677
20240114	21677	
20240114	21604	21613
20240114	21613	27111
20240114	27111	27144
20240114	27144	
20240114	21612	27213
20240114	27213	27113
20240114	27113	27114
20240114	27114	27214
20240114	27214	27225
20240114	27225	32951
20240114	32951	21036
20240114	21036	27226
20240114	27226	27243
20240114	27243	27143
20240114	27143	27142
20240114	27142	27242
20240114	27242	
20240114	21612	27213
20240114	27213	27113
20240114	27113	27114
20240114	27114	27214
20240114	27214	27225
20240114	27225	32951
20240114	32951	21036
20240114	21036	27226
20240114	27226	27243
20240114	27243	27143
20240114	27143	27142
20240114	27142	27242
20240114	27242	
20240114	21800	21619
20240114	21619	32945
20240114	32945	21024
20240114	21024	21634
20240114	21634	27227
20240114	27227	27127
20240114	27127	27128
20240114	27128	27228
20240114	27228	21665
20240114	21665	32965
20240114	32965	21054
20240114	21054	21678
20240114	21678	
20240114	21800	21619
20240114	21619	32945
20240114	32945	21024
20240114	21024	21634
20240114	21634	27227
20240114	27227	27127
20240114	27127	27128
20240114	27128	27228
20240114	27228	21665
20240114	21665	32965
20240114	32965	21054
20240114	21054	21678
20240114	21678	
20240114	27102	27202
20240114	27202	21627
20240114	21627	32947
20240114	32947	21026
20240114	21026	21636
20240114	21636	27231
20240114	27231	27131
20240114	27131	27130
20240114	27130	27230
20240114	27230	21671
20240114	21671	32967
20240114	32967	
20240114	27102	27202
20240114	27202	21627
20240114	21627	32947
20240114	32947	21026
20240114	21026	21636
20240114	21636	27231
20240114	27231	27131
20240114	27131	27130
20240114	27130	27230
20240114	27230	21671
20240114	21671	32967
20240114	32967	
20240114	27106	27206
20240114	27206	21629
20240114	21629	32949
20240114	32949	21028
20240114	21028	21640
20240114	21640	27233
20240114	27233	27133
20240114	27133	27132
20240114	27132	27232
20240114	27232	21673
20240114	21673	32969
20240114	32969	
20240114	27106	27206
20240114	27206	21629
20240114	21629	32949
20240114	32949	21028
20240114	21028	21640
20240114	21640	27233
20240114	27233	27133
20240114	27133	27132
20240114	27132	27232
20240114	27232	21673
20240114	21673	32969
20240114	32969	
20240114	21017	21022
20240114	21022	21632
20240114	21632	27223
20240114	27223	27123
20240114	27123	27124
20240114	27124	27224
20240114	27224	27241
20240114	27241	32963
20240114	32963	21052
20240114	21052	21676
20240114	21676	
20240114	21017	21022
20240114	21022	21632
20240114	21632	27223
20240114	27223	27123
20240114	27123	27124
20240114	27124	27224
20240114	27224	27241
20240114	27241	32963
20240114	32963	21052
20240114	21052	21676
20240114	21676	
20240114	32932	27200
20240114	27200	27215
20240114	27215	27115
20240114	27115	27116
20240114	27116	27216
20240114	27216	21641
20240114	21641	32955
20240114	32955	21038
20240114	21038	21662
20240114	21662	27245
20240114	27245	27145
20240114	27145	27146
20240114	27146	27244
20240114	27244	37001
20240114	37001	
20240114	32932	27200
20240114	27200	27215
20240114	27215	27115
20240114	27115	27116
20240114	27116	27216
20240114	27216	21641
20240114	21641	32955
20240114	32955	21038
20240114	21038	21662
20240114	21662	27245
20240114	27245	27145
20240114	27145	27146
20240114	27146	27244
20240114	27244	37001
20240114	37001	
20240114	21704	35233
20240114	35233	36117
20240114	36117	35823
20240114	35823	21128
20240114	21128	36041
20240114	36041	35256
20240114	35256	35269
20240114	35269	36153
20240114	36153	35859
20240114	35859	21164
20240114	21164	
20240114	21704	35233
20240114	35233	36117
20240114	36117	35823
20240114	35823	21128
20240114	21128	36041
20240114	36041	35256
20240114	35256	35269
20240114	35269	36153
20240114	36153	35859
20240114	35859	21164
20240114	21164	
20240114	37081	32930
20240114	32930	21616
20240114	21616	35231
20240114	35231	36115
20240114	36115	36025
20240114	36025	35240
20240114	35240	35253
20240114	35253	36137
20240114	36137	35843
20240114	35843	21148
20240114	21148	36061
20240114	36061	35276
20240114	35276	35289
20240114	35289	
20240114	37081	32930
20240114	32930	21616
20240114	21616	35231
20240114	35231	36115
20240114	36115	36025
20240114	36025	35240
20240114	35240	35253
20240114	35253	36137
20240114	36137	35843
20240114	35843	21148
20240114	21148	36061
20240114	36061	35276
20240114	35276	35289
20240114	35289	
20240114	37087	37080
20240114	37080	
20240114	32936	32802
20240114	32802	27217
20240114	27217	27117
20240114	27117	27118
20240114	27118	27218
20240114	27218	21647
20240114	21647	21041
20240114	21041	21040
20240114	21040	21668
20240114	21668	27247
20240114	27247	27147
20240114	27147	
20240114	32936	32802
20240114	32802	27217
20240114	27217	27117
20240114	27117	27118
20240114	27118	27218
20240114	27218	21647
20240114	21647	21041
20240114	21041	21040
20240114	21040	21668
20240114	21668	27247
20240114	27247	27147
20240114	27147	
20240114	39026	27801
20240114	27801	36011
20240114	36011	35222
20240114	35222	21723
20240114	21723	36123
20240114	36123	35829
20240114	35829	21134
20240114	21134	36047
20240114	36047	35262
20240114	35262	35275
20240114	35275	36159
20240114	36159	27969
20240114	27969	21768
20240114	21768	
20240114	39026	27801
20240114	27801	36011
20240114	36011	35222
20240114	35222	21723
20240114	21723	36123
20240114	36123	35829
20240114	35829	21134
20240114	21134	36047
20240114	36047	35262
20240114	35262	35275
20240114	35275	36159
20240114	36159	27969
20240114	27969	21768
20240114	21768	
20240114	21711	27811
20240114	27811	36021
20240114	36021	35236
20240114	35236	35249
20240114	35249	36133
20240114	36133	35839
20240114	35839	21144
20240114	21144	36057
20240114	36057	35272
20240114	35272	35285
20240114	35285	36169
20240114	36169	21479
20240114	21479	37021
20240114	37021	
20240114	21711	27811
20240114	27811	36021
20240114	36021	35236
20240114	35236	35249
20240114	35249	36133
20240114	36133	35839
20240114	35839	21144
20240114	21144	36057
20240114	36057	35272
20240114	35272	35285
20240114	35285	36169
20240114	36169	21479
20240114	21479	37021
20240114	37021	
20240114	21700	21713
20240114	21713	27813
20240114	27813	36023
20240114	36023	35238
20240114	35238	35251
20240114	35251	36135
20240114	36135	21241
20240114	21241	21146
20240114	21146	36059
20240114	36059	35274
20240114	35274	35287
20240114	35287	36171
20240114	36171	
20240114	21700	21713
20240114	21713	27813
20240114	27813	36023
20240114	36023	35238
20240114	35238	35251
20240114	35251	36135
20240114	36135	21241
20240114	21241	21146
20240114	21146	36059
20240114	36059	35274
20240114	35274	35287
20240114	35287	36171
20240114	36171	
20240114	27799	27909
20240114	27909	35220
20240114	35220	35237
20240114	35237	36121
20240114	36121	35827
20240114	35827	21132
20240114	21132	36045
20240114	36045	35260
20240114	35260	35273
20240114	35273	36157
20240114	36157	
20240114	27799	27909
20240114	27909	35220
20240114	35220	35237
20240114	35237	36121
20240114	36121	35827
20240114	35827	21132
20240114	21132	36045
20240114	36045	35260
20240114	35260	35273
20240114	35273	36157
20240114	36157	
20240114	21705	27805
20240114	27805	36015
20240114	36015	35230
20240114	35230	35243
20240114	35243	36127
20240114	36127	35833
20240114	35833	21138
20240114	21138	36051
20240114	36051	35266
20240114	35266	35279
20240114	35279	36163
20240114	36163	27973
20240114	27973	21772
20240114	21772	37067
20240114	37067	
20240114	21705	27805
20240114	27805	36015
20240114	36015	35230
20240114	35230	35243
20240114	35243	36127
20240114	36127	35833
20240114	35833	21138
20240114	21138	36051
20240114	36051	35266
20240114	35266	35279
20240114	35279	36163
20240114	36163	27973
20240114	27973	21772
20240114	21772	37067
20240114	37067	
20240114	21709	27809
20240114	27809	36019
20240114	36019	35234
20240114	35234	35247
20240114	35247	36131
20240114	36131	35837
20240114	35837	21142
20240114	21142	36055
20240114	36055	35270
20240114	35270	35283
20240114	35283	36167
20240114	36167	27977
20240114	27977	
20240114	21709	27809
20240114	27809	36019
20240114	36019	35234
20240114	35234	35247
20240114	35247	36131
20240114	36131	35837
20240114	35837	21142
20240114	21142	36055
20240114	36055	35270
20240114	35270	35283
20240114	35283	36167
20240114	36167	27977
20240114	27977	
20240114	21702	21505
20240114	21505	
20240114	21702	21505
20240114	21505	
20240114	37020	27797
20240114	27797	36007
20240114	36007	35218
20240114	35218	35235
20240114	35235	36119
20240114	36119	35825
20240114	35825	21130
20240114	21130	36043
20240114	36043	35258
20240114	35258	35271
20240114	35271	36155
20240114	36155	35861
20240114	35861	21166
20240114	21166	
20240114	37020	27797
20240114	27797	36007
20240114	36007	35218
20240114	35218	35235
20240114	35235	36119
20240114	36119	35825
20240114	35825	21130
20240114	21130	36043
20240114	36043	35258
20240114	35258	35271
20240114	35271	36155
20240114	36155	35861
20240114	35861	21166
20240114	21166	
20240114	21707	27807
20240114	27807	36017
20240114	36017	35232
20240114	35232	35245
20240114	35245	36129
20240114	36129	21235
20240114	21235	21140
20240114	21140	36053
20240114	36053	35268
20240114	35268	35281
20240114	35281	36165
20240114	36165	27975
20240114	27975	
20240114	21707	27807
20240114	27807	36017
20240114	36017	35232
20240114	35232	35245
20240114	35245	36129
20240114	36129	21235
20240114	21235	21140
20240114	21140	36053
20240114	36053	35268
20240114	35268	35281
20240114	35281	36165
20240114	36165	27975
20240114	27975	
20240114	37072	37024
20240114	37024	27803
20240114	27803	36013
20240114	36013	35224
20240114	35224	35241
20240114	35241	36125
20240114	36125	35831
20240114	35831	21136
20240114	21136	36049
20240114	36049	35264
20240114	35264	35277
20240114	35277	36161
20240114	36161	27971
20240114	27971	21770
20240114	21770	
20240114	37072	37024
20240114	37024	27803
20240114	27803	36013
20240114	36013	35224
20240114	35224	35241
20240114	35241	36125
20240114	36125	35831
20240114	35831	21136
20240114	21136	36049
20240114	36049	35264
20240114	35264	35277
20240114	35277	36161
20240114	36161	27971
20240114	27971	21770
20240114	21770	
20240114	37090	21102
20240114	21102	21209
20240114	21209	21114
20240114	21114	35821
20240114	35821	21126
20240114	21126	36039
20240114	36039	35254
20240114	35254	35267
20240114	35267	36151
20240114	36151	21257
20240114	21257	21162
20240114	21162	35869
20240114	35869	
20240114	37090	21102
20240114	21102	21209
20240114	21209	21114
20240114	21114	35821
20240114	35821	21126
20240114	21126	36039
20240114	36039	35254
20240114	35254	35267
20240114	35267	36151
20240114	36151	21257
20240114	21257	21162
20240114	21162	35869
20240114	35869	
20240114	21106	35813
20240114	35813	21118
20240114	21118	36031
20240114	36031	35246
20240114	35246	35259
20240114	35259	36143
20240114	36143	35849
20240114	35849	21154
20240114	21154	36067
20240114	36067	35282
20240114	35282	
20240114	21106	35813
20240114	35813	21118
20240114	21118	36031
20240114	36031	35246
20240114	35246	35259
20240114	35259	36143
20240114	36143	35849
20240114	35849	21154
20240114	21154	36067
20240114	36067	35282
20240114	35282	
20240114	21104	35811
20240114	35811	21116
20240114	21116	36029
20240114	36029	35244
20240114	35244	35257
20240114	35257	36141
20240114	36141	35847
20240114	35847	21152
20240114	21152	36065
20240114	36065	35280
20240114	35280	
20240114	21104	35811
20240114	35811	21116
20240114	21116	36029
20240114	36029	35244
20240114	35244	35257
20240114	35257	36141
20240114	36141	35847
20240114	35847	21152
20240114	21152	36065
20240114	36065	35280
20240114	35280	
20240114	35803	21108
20240114	21108	35815
20240114	35815	21120
20240114	21120	36033
20240114	36033	35248
20240114	35248	35261
20240114	35261	36145
20240114	36145	35851
20240114	35851	21156
20240114	21156	35863
20240114	35863	21168
20240114	21168	
20240114	35803	21108
20240114	21108	35815
20240114	35815	21120
20240114	21120	36033
20240114	36033	35248
20240114	35248	35261
20240114	35261	36145
20240114	36145	35851
20240114	35851	21156
20240114	21156	35863
20240114	35863	21168
20240114	21168	
20240114	21100	35807
