"Subdirección","Código"
"RC ESTE","66102"
"RC ESTE","66103"
"RC ESTE","66104"
"RC ESTE","66105"
"RC ESTE","66108"
"RC ESTE","66109"
"RC ESTE","66110"
"RC ESTE","66112"
"RC ESTE","66113"
"RC ESTE","66200"
"RC ESTE","66201"
"RC ESTE","66202"
"RC ESTE","66203"
"RC ESTE","66204"
"RC ESTE","66205"
"RC ESTE","66206"
"RC ESTE","66207"
"RC ESTE","66208"
"RC ESTE","66209"
"RC ESTE","66210"
"RC ESTE","66211"
"RC ESTE","66212"
"RC ESTE","66214"
"RC NORESTE","67001"
"RC NORESTE","67002"
"RC NORESTE","67004"
"RC NORESTE","67007"
"RC NORESTE","67009"
"RC NORESTE","67010"
"RC NORESTE","67011"
"RC NORESTE","67013"
"RC NORESTE","67014"
"RC NORESTE","67015"
"RC NORESTE","67016"
"RC NORESTE","67017"
"RC NORESTE","67018"
"RC NORESTE","67019"
"RC NORESTE","67020"
"RC NORESTE","67021"
"RC NORESTE","67100"
"RC ESTE","67101"
"RC ESTE","67103"
"RC ESTE","67105"
"RC ESTE","67107"
"RC ESTE","67113"
"RC ESTE","67200"
"RC ESTE","67201"
"RC ESTE","67202"
"RC ESTE","67203"
"RC ESTE","67205"
"RC ESTE","67206"
"RC ESTE","67207"
"RC ESTE","67208"
"RC ESTE","67209"
"RC ESTE","67210"
"RC ESTE","67211"
"RC ESTE","67212"
"RC ESTE","67213"
"RC ESTE","67214"
"RC ESTE","67215"
"RC ESTE","67216"
"RC ESTE","67217"
"RC ESTE","67218"
"RC ESTE","67220"
"RC ESTE","67221"
"RC ESTE","67223"
"RC ESTE","67225"
"RC ESTE","69001"
"RC ESTE","69002"
"RC ESTE","69003"
"RC ESTE","69004"
"RC ESTE","69005"
"RC ESTE","69006"
"RC ESTE","69007"
"RC ESTE","69008"
"RC ESTE","69009"
"RC ESTE","69010"
"RC ESTE","69011"
"RC ESTE","69101"
"RC ESTE","69102"
"RC ESTE","69103"
"RC ESTE","69104"
"RC ESTE","69105"
"RC ESTE","69107"
"RC ESTE","69108"
"RC ESTE","69109"
"RC ESTE","69110"
"RC ESTE","69111"
"RC ESTE","69200"
"RC ESTE","69202"
"RC CENTRO","70001"
"RC CENTRO","70002"
"RC CENTRO","70003"
"RC CENTRO","70004"
"RC CENTRO","70005"
"RC CENTRO","70100"
"RC CENTRO","70101"
"RC CENTRO","70102"
"RC CENTRO","70103"
"RC CENTRO","70104"
"RC CENTRO","70105"
"","70106"
"RC CENTRO","70107"
"RC CENTRO","70108"
"RC CENTRO","70109"
"RC CENTRO","70110"
"RC CENTRO","70111"
"RC CENTRO","70200"
"RC CENTRO","70202"
"RC CENTRO","70203"
"RC CENTRO","70204"
"RC CENTRO","70205"
"RC CENTRO","70206"
"RC CENTRO","70207"
"RC CENTRO","70208"
"RC CENTRO","70209"
"RC CENTRO","70210"
"RC CENTRO","70300"
"RC CENTRO","70302"
"RC CENTRO","70303"
"RC CENTRO","70304"
"RC CENTRO","70400"
"RC CENTRO","70401"
"RC CENTRO","70402"
"RC CENTRO","70403"
"RC CENTRO","70404"
"RC NORESTE","70405"
"RC NORESTE","70500"
"RC NORESTE","70501"
"RC NORESTE","70502"
"RC NORESTE","70503"
"RC NORESTE","70504"
"RC NORESTE","70505"
"RC NORESTE","70600"
"RC NORESTE","70601"
"RC NORESTE","70602"
"RC NORESTE","70603"
"RC NORESTE","70604"
"RC NORESTE","70605"
"RC NORESTE","70606"
"RC NORESTE","70607"
"RC NORESTE","70608"
"RC NORESTE","70700"
"RC NORESTE","70701"
"RC NORESTE","70702"
"RC NORESTE","70703"
"RC NORESTE","70704"
"RC NORESTE","70705"
"RC NORESTE","70706"
"RC NORESTE","70707"
"RC NORESTE","70715"
"RC NORESTE","70800"
"RC NORESTE","70801"
"RC NORESTE","70803"
"RC NORESTE","70804"
"RC NORESTE","70805"
"RC NORESTE","70806"
"RED DE ALTA VELOCIDAD (RAV)","70899"
"RC NORESTE","71000"
"RC NORESTE","71100"
"RC NORESTE","71101"
"RC NORESTE","71102"
"RC NORESTE","71103"
"RC NORESTE","71104"
"RC NORESTE","71105"
"RC NORESTE","71106"
"RC NORESTE","71108"
"RC NORESTE","71109"
"RC NORESTE","71121"
"RC NORESTE","71200"
"RC NORESTE","71201"
"RC NORESTE","71202"
"RC NORESTE","71203"
"RC NORESTE","71204"
"RC NORESTE","71205"
"RC NORESTE","71206"
"RC NORESTE","71207"
"RC NORESTE","71208"
"RC NORESTE","71209"
"RC NORESTE","71210"
"RC NORESTE","71211"
"RC NORESTE","71300"
"RC NORESTE","71301"
"RC NORESTE","71302"
"RC NORESTE","71303"
"RC NORESTE","71304"
"RC NORESTE","71305"
"RC NORESTE","71306"
"RC NORESTE","71307"
"RC NORESTE","71400"
"RC NORESTE","71401"
"RC NORESTE","71403"
"RC NORESTE","71500"
"RC NORESTE","71502"
"RC NORESTE","71503"
"RC NORESTE","71504"
"RC NORESTE","71600"
"RC NORESTE","71601"
"RC NORESTE","71602"
"RC NORESTE","71603"
"RC NORESTE","71604"
"RC NORESTE","71700"
"RC NORESTE","71701"
"RC NORESTE","71702"
"RC NORESTE","71703"
"RC NORESTE","71704"
"RC NORESTE","71705"
"RC NORESTE","71706"
"RC NORESTE","71707"
"RC NORESTE","71708"
"RC NORESTE","71709"
"RC NORESTE","71801"
"RC NORESTE","71802"
"RC NORESTE","71901"
"RC NORESTE","71902"
"RC NORESTE","71908"
"RC NORESTE","72001"
"RC NORESTE","72002"
"RC NORESTE","72003"
"RC NORESTE","72004"
"RC NORESTE","72005"
"RC NORESTE","72006"
"RC NORESTE","72100"
"RC NORESTE","72101"
"RC NORESTE","72201"
"RC NORESTE","72202"
"RC NORESTE","72203"
"RC NORESTE","72204"
"RC NORESTE","72205"
"RC NORESTE","72206"
"RC NORESTE","72207"
"RC NORESTE","72208"
"RC NORESTE","72209"
"RC NORESTE","72210"
"RC NORESTE","72211"
"RC NORESTE","72212"
"RC NORESTE","72300"
"RC NORESTE","72301"
"RC NORESTE","72302"
"RC NORESTE","72303"
"RC NORESTE","72304"
"RC NORESTE","72305"
"RC NORESTE","72400"
"RC NORESTE","72501"
"RC NORESTE","72502"
"RC NORESTE","72503"
"RC NORESTE","73001"
"RC NORESTE","73002"
"RC NORESTE","73003"
"RC NORESTE","73004"
"RC NORESTE","73005"
"RC NORESTE","73006"
"RC NORESTE","73007"
"RC NORESTE","73008"
"RC NORESTE","73009"
"RC NORESTE","73010"
"RC NORESTE","73020"
"RC NORESTE","73021"
"RC NORESTE","73022"
"RC NORESTE","73100"
"RC NORESTE","73101"
"RC NORESTE","73102"
"RC NORESTE","73110"
"RC NORESTE","74199"
"RC NORESTE","74200"
"RC NORESTE","74201"
"RC NORESTE","74202"
"RC NORESTE","74204"
"RC NORESTE","74205"
"RC NORESTE","74206"
"RC NORESTE","74207"
"RC NORESTE","74208"
"RC NORESTE","74209"
"RC NORESTE","74210"
"RC NORESTE","74211"
"RC NORESTE","74212"
"RC NORESTE","74213"
"RC NORESTE","74214"
"RC NORESTE","74215"
"RC NORESTE","74216"
"RC NORESTE","74217"
"RC NORESTE","75101"
"RC NORESTE","75102"
"RC NORESTE","75103"
"RC NORESTE","75104"
"RC NORESTE","75105"
"RC NORESTE","75106"
"RC NORESTE","75107"
"RC NORESTE","75108"
"RC NORESTE","75109"
"RC NORESTE","75110"
"RC NORESTE","75111"
"RC NORESTE","75112"
"RC NORESTE","75113"
"RC NORESTE","75114"
"RC NORESTE","75115"
"RC NORESTE","75116"
"RC NORESTE","76001"
"RC NORESTE","76002"
"RC NORESTE","76003"
"RC NORESTE","76004"
"RC NORESTE","77001"
"RC NORESTE","77002"
"RC NORESTE","77003"
"RC NORESTE","77004"
"RC NORESTE","77005"
"RC NORESTE","77006"
"RC NORESTE","77100"
"RC NORESTE","77101"
"RC NORESTE","77102"
"RC NORESTE","77103"
"RC NORESTE","77104"
"RC NORESTE","77105"
"RC NORESTE","77106"
"RC NORESTE","77107"
"RC NORESTE","77108"
"RC NORESTE","77109"
"RC NORESTE","77110"
"RC NORESTE","77111"
"RC NORESTE","77112"
"RC NORESTE","77113"
"RC NORESTE","77114"
"RC NORESTE","77200"
"RC NORESTE","77301"
"RC NORESTE","77302"
"RC NORESTE","77303"
"RC NORESTE","77304"
"RC NORESTE","77305"
"RC NORESTE","77306"
"RC NORESTE","77307"
"RC NORESTE","77308"
"RC NORESTE","77309"
"RC NORESTE","77310"
"RC NORESTE","78002"
"RC NORESTE","78004"
"RC NORESTE","78005"
"RC NORESTE","78006"
"RC NORESTE","78007"
"RC NORESTE","78100"
"RC NORESTE","78102"
"RC NORESTE","78200"
"RC NORESTE","78201"
"RC NORESTE","78202"
"RC NORESTE","78203"
"RC NORESTE","78204"
"RC NORESTE","78300"
"RC NORESTE","78301"
"RC NORESTE","78302"
"RC NORESTE","78303"
"RC NORESTE","78304"
"RC NORESTE","78305"
"RC NORESTE","78400"
"RC NORESTE","78401"
"RC NORESTE","78402"
"RC NORESTE","78403"
"RC NORESTE","78404"
"RC NORESTE","78405"
"RC NORESTE","78406"
"RC NORESTE","78407"
"RC NORESTE","78408"
"RC NORESTE","78500"
"RC NORESTE","78501"
"RC NORESTE","78502"
"RC NORESTE","78503"
"RC NORESTE","78504"
"RC NORESTE","78505"
"RC NORESTE","78506"
"RC NORESTE","78600"
"RC NORESTE","78602"
"RC NORESTE","78603"
"RC NORESTE","78604"
"RC NORESTE","78605"
"RC NORESTE","78606"
"RC NORESTE","78607"
"RC NORESTE","78608"
"RC NORESTE","78609"
"RC NORESTE","78610"
"RC NORESTE","78700"
"RC NORESTE","78701"
"RC NORESTE","78702"
"RC NORESTE","78703"
"RC NORESTE","78704"
"RC NORESTE","78705"
"RC NORESTE","78706"
"RC NORESTE","78707"
"RC NORESTE","78708"
"RC NORESTE","78709"
"RC NORESTE","78710"
"RC NORESTE","78800"
"RC NORESTE","78801"
"RC NORESTE","78802"
"RC NORESTE","78804"
"RC NORESTE","78805"
"RC NORESTE","78902"
"RC NORESTE","79002"
"RC NORESTE","79004"
"RC NORESTE","79005"
"RC NORESTE","79006"
"RC NORESTE","79007"
"RC NORESTE","79008"
"RC NORESTE","79009"
"RC NORESTE","79011"
"RC NORESTE","79100"
"RC NORESTE","79101"
"RC NORESTE","79102"
"RC NORESTE","79103"
"RC NORESTE","79104"
"RC NORESTE","79105"
"RC NORESTE","79106"
"RC NORESTE","79107"
"RC NORESTE","79108"
"RC NORESTE","79109"
"RC NORESTE","79200"
"RC NORESTE","79202"
"RC NORESTE","79203"
"RC NORESTE","79204"
"RC NORESTE","79205"
"RC NORESTE","79206"
"RC NORESTE","79300"
"RC NORESTE","79301"
"RC NORESTE","79302"
"RC NORESTE","79303"
"RC NORESTE","79304"
"RC NORESTE","79305"
"RC NORESTE","79306"
"RC NORESTE","79308"
"RC NORESTE","79309"
"RC NORESTE","79311"
"RC NORESTE","79312"
"RC NORESTE","79313"
"RC NORESTE","79314"
"RC NORESTE","79315"
"RC NORESTE","79316"
"RC NORESTE","79317"
"RC NORESTE","79318"
"RC NORESTE","79400"
"RC NORESTE","79403"
"RC NORESTE","79404"
"RC NORESTE","79405"
"RC NORESTE","79406"
"RC NORESTE","79407"
"RC NORESTE","79408"
"RC NORESTE","79409"
"RC NORESTE","79410"
"RC NORESTE","79412"
"RC NORESTE","79500"
"RC NORESTE","79501"
"RC NORESTE","79502"
"RC NORESTE","79600"
"RC NORESTE","79601"
"RC NORESTE","79602"
"RC NORESTE","79603"
"RC NORESTE","79604"
"RC NORESTE","79605"
"RC NORESTE","79606"
"RC NORESTE","79607"
"RC NORESTE","79608"
"RC NORTE","80001"
"RC NORTE","80002"
"RC NORTE","80003"
"RC NORTE","80004"
"RC NORTE","80005"
"RC NORTE","80006"
"RC NORTE","80007"
"RC NORTE","80008"
"RC NORTE","80100"
"RC NORTE","80101"
"RC NORTE","80102"
"RC NORTE","80103"
"RC NORTE","80104"
"RC NORTE","80105"
"RC NORTE","80106"
"RC NORTE","80108"
"RC NORTE","80109"
"RC NORTE","80111"
"RC NORTE","80113"
"RC NORTE","80114"
"RC NORTE","80115"
"RC NORTE","80116"
"RC NORTE","81001"
"RC NORTE","81002"
"RC NORTE","81003"
"RC NORTE","81004"
"RC NORTE","81005"
"RC NORTE","81006"
"RC NORTE","81008"
"RC NORTE","81009"
"RC NORTE","81010"
"RC NORTE","81011"
"RC NORTE","81100"
"RC NORTE","81101"
"RC NORTE","81102"
"RC NORTE","81103"
"RC NORTE","81105"
"RC NORTE","81106"
"RC NORTE","81107"
"RC NORTE","81108"
"RC NORTE","81109"
"RC NORTE","81110"
"RC NORTE","81200"
"RC NORTE","81202"
"RC NORTE","81203"
"RC NORTE","81204"
"RC NORTE","81205"
"RC NORESTE","81206"
"RC NORESTE","81207"
"RC NORESTE","81208"
"RC NORESTE","81209"
"RC NORESTE","81210"
"RC NORESTE","81211"
"RC CENTRO","82100"
"RC NORTE","82220"
"RC CENTRO","83001"
"RC CENTRO","83006"
"RC CENTRO","83007"
"RC NORTE","83009"
"RC NORTE","83010"
"RC NORTE","83011"
"RC NORTE","83012"
"RC CENTRO","84001"
"RC CENTRO","84002"
"RC CENTRO","84003"
"RC CENTRO","84100"
"RC CENTRO","84101"
"RC CENTRO","84103"
"RC CENTRO","84104"
"RC CENTRO","84105"
"RC NORTE","85200"
"RC NORTE","85214"
"RC NORTE","85215"
"RC CENTRO","91001"
"RC CENTRO","91002"
"RC CENTRO","92001"
"RED DE ALTA VELOCIDAD (RAV)","92102"
"RC CENTRO","94001"
"RC CENTRO","94002"
"RC CENTRO","94003"
"RC CENTRO","94004"
"RC CENTRO","94005"
"RC CENTRO","94006"
"RC CENTRO","95101"
"RC CENTRO","95104"
"RC CENTRO","97018"
"RC CENTRO","97100"
"RC CENTRO","97101"
"RC CENTRO","97103"
"RC CENTRO","97201"
"RC CENTRO","98001"
"RC CENTRO","98003"
"RC CENTRO","98100"
"RC CENTRO","98201"
"RC CENTRO","98222"
"RC CENTRO","98304"
"RC CENTRO","98305"
"RC NORESTE","99501"
"RED DE ALTA VELOCIDAD (RAV)","A0320"
"RC NOROESTE","A3140"
"RC SUR","A5451"
"RC ESTE","A6060"
"RC ESTE","A6420"
"RC NORESTE","A7190"
"RC NORESTE","A7220"
"RC NORESTE","A7229"
"RED DE ALTA VELOCIDAD (RAV)","B0320"
"RED DE ALTA VELOCIDAD (RAV)","B0321"
"RED DE ALTA VELOCIDAD (RAV)","B4400"
"RC ESTE","B4401"
"RC NORESTE","B7900"
"RC SUR","C0300"
"RED DE ALTA VELOCIDAD (RAV)","C0320"
"RED DE ALTA VELOCIDAD (RAV)","C0321"
"RED DE ALTA VELOCIDAD (RAV)","C0322"
"RED DE ALTA VELOCIDAD (RAV)","C0323"
"RED DE ALTA VELOCIDAD (RAV)","C0326"
"RED DE ALTA VELOCIDAD (RAV)","C0327"
"RED DE ALTA VELOCIDAD (RAV)","C0328"
"RED DE ALTA VELOCIDAD (RAV)","C0329"
"RED DE ALTA VELOCIDAD (RAV)","C0330"
"RED DE ALTA VELOCIDAD (RAV)","C0331"
"RED DE ALTA VELOCIDAD (RAV)","C0332"
"RED DE ALTA VELOCIDAD (RAV)","C0333"
"RED DE ALTA VELOCIDAD (RAV)","C0335"
"RED DE ALTA VELOCIDAD (RAV)","C0338"
"RED DE ALTA VELOCIDAD (RAV)","C0339"
"RED DE ALTA VELOCIDAD (RAV)","C0340"
"RED DE ALTA VELOCIDAD (RAV)","C0341"
"RED DE ALTA VELOCIDAD (RAV)","C0342"
"RED DE ALTA VELOCIDAD (RAV)","C0343"
"RED DE ALTA VELOCIDAD (RAV)","C0344"
"RED DE ALTA VELOCIDAD (RAV)","C0345"
"RED DE ALTA VELOCIDAD (RAV)","C0346"
"RED DE ALTA VELOCIDAD (RAV)","C0350"
"RED DE ALTA VELOCIDAD (RAV)","C0351"
"RC CENTRO","C1044"
"RC NOROESTE","C2300"
"RC NOROESTE","C3142"
"RC ESTE","C6072"
"RC NORESTE","C7900"
"RED DE ALTA VELOCIDAD (RAV)","03201"
"RED DE ALTA VELOCIDAD (RAV)","03202"
"RED DE ALTA VELOCIDAD (RAV)","03203"
"RED DE ALTA VELOCIDAD (RAV)","03204"
"RED DE ALTA VELOCIDAD (RAV)","03205"
"RED DE ALTA VELOCIDAD (RAV)","03206"
"RED DE ALTA VELOCIDAD (RAV)","03207"
"RED DE ALTA VELOCIDAD (RAV)","03208"
"RED DE ALTA VELOCIDAD (RAV)","03209"
"RED DE ALTA VELOCIDAD (RAV)","03210"
"RED DE ALTA VELOCIDAD (RAV)","03211"
"RED DE ALTA VELOCIDAD (RAV)","03212"
"RED DE ALTA VELOCIDAD (RAV)","03213"
"RED DE ALTA VELOCIDAD (RAV)","03214"
"RED DE ALTA VELOCIDAD (RAV)","03215"
"RED DE ALTA VELOCIDAD (RAV)","03216"
"RED DE ALTA VELOCIDAD (RAV)","03217"
"RED DE ALTA VELOCIDAD (RAV)","03300"
"RED DE ALTA VELOCIDAD (RAV)","03301"
"RED DE ALTA VELOCIDAD (RAV)","03302"
"RED DE ALTA VELOCIDAD (RAV)","03303"
"RED DE ALTA VELOCIDAD (RAV)","04400"
"RED DE ALTA VELOCIDAD (RAV)","04401"
"RC ESTE","04402"
"RC ESTE","04403"
"RC ESTE","04404"
"RC NOROESTE","31416"
"RC SUR","37611"
"RC ESTE","64008"
"RC ESTE","65016"
"RC ESTE","65017"
"RC NORESTE","72504"
"RC NORESTE","72505"
"RC NORESTE","72506"
"RC NORESTE","72507"
"RED DE ALTA VELOCIDAD (RAV)","79001"
"RED DE ALTA VELOCIDAD (RAV)","79003"
"RED DE ALTA VELOCIDAD (RAV)","79010"
"RC NORESTE","79012"
"RC NORESTE","79319"
"RC NORESTE","79320"
"RC SUR","43026"
"RC SUR","43027"
"RC SUR","43005"
"RC SUR","43004"
"RED DE ALTA VELOCIDAD (RAV)","A0901"
"RED DE ALTA VELOCIDAD (RAV)","A0902"
"RC NOROESTE","B0820"
"RC SUR","B5143"
"RED DE ALTA VELOCIDAD (RAV)","C0352"
"RED DE ALTA VELOCIDAD (RAV)","C0353"
"RED DE ALTA VELOCIDAD (RAV)","C0354"
"RED DE ALTA VELOCIDAD (RAV)","C0355"
"RED DE ALTA VELOCIDAD (RAV)","C0356"
"RED DE ALTA VELOCIDAD (RAV)","C0357"
"RED DE ALTA VELOCIDAD (RAV)","C0358"
"RED DE ALTA VELOCIDAD (RAV)","C0359"
"RED DE ALTA VELOCIDAD (RAV)","C0360"
"RED DE ALTA VELOCIDAD (RAV)","C0361"
"RED DE ALTA VELOCIDAD (RAV)","C0362"
"RED DE ALTA VELOCIDAD (RAV)","C0363"
"RED DE ALTA VELOCIDAD (RAV)","C0820"
"RED DE ALTA VELOCIDAD (RAV)","C0821"
"RED DE ALTA VELOCIDAD (RAV)","C0822"
"RC NOROESTE","C0823"
"RC NOROESTE","C0824"
"RED DE ALTA VELOCIDAD (RAV)","C0825"
"RED DE ALTA VELOCIDAD (RAV)","C0826"
"RED DE ALTA VELOCIDAD (RAV)","C0827"
"RED DE ALTA VELOCIDAD (RAV)","C0828"
"RED DE ALTA VELOCIDAD (RAV)","C0829"
"RED DE ALTA VELOCIDAD (RAV)","C0830"
"RED DE ALTA VELOCIDAD (RAV)","C0831"
"RED DE ALTA VELOCIDAD (RAV)","C0832"
"RED DE ALTA VELOCIDAD (RAV)","C0833"
"RED DE ALTA VELOCIDAD (RAV)","C0834"
"RED DE ALTA VELOCIDAD (RAV)","C0835"
"RED DE ALTA VELOCIDAD (RAV)","C0836"
"RED DE ALTA VELOCIDAD (RAV)","C0837"
"RC SUR","C4330"
"RC SUR","C5143"
"RC SUR","C5144"
"RC SUR","C5145"
"RC SUR","C5146"
"RED DE ALTA VELOCIDAD (RAV)","04312"
"RED DE ALTA VELOCIDAD (RAV)","04313"
"RED DE ALTA VELOCIDAD (RAV)","04314"
"RED DE ALTA VELOCIDAD (RAV)","04315"
"RED DE ALTA VELOCIDAD (RAV)","04316"
"RED DE ALTA VELOCIDAD (RAV)","08201"
